last_name, first_name,pitcher,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_kn
Leake, Mike,502190,14.4,18.3,26.1,12.6,20.7,7.9,0.0,0.0
Kelly, Merrill,518876,37.3,9.7,18.2,0.0,13.4,21.3,0.0,0.0
Porcello, Rick,519144,31.4,25.6,0.0,18.3,11.9,12.7,0.0,0.0
Junis, Jakob,596001,33.7,17.3,0.0,29.7,5.4,14.1,0.0,0.0
Roark, Tanner,543699,25.5,30.0,0.0,21.8,9.8,12.8,0.0,0.0
Miley, Wade,489119,15.8,6.3,47.0,1.0,20.7,9.3,0.0,0.0
Hudson, Dakota,641712,13.0,48.7,0.0,25.7,2.6,10.0,0.0,0.0
Darvish, Yu,506433,26.8,11.7,36.5,13.8,0.4,6.9,3.8,0.0
Fiers, Mike,571666,32.7,19.6,0.0,17.7,12.5,17.4,0.0,0.0
Buehler, Walker,621111,53.2,7.1,13.0,14.2,0.5,12.0,0.0,0.0
Giolito, Lucas,608337,55.0,0.0,0.0,14.7,26.2,4.1,0.0,0.0
Gray, Sonny,543243,28.6,19.6,0.5,21.1,4.7,25.4,0.0,0.0
Mikolas, Miles,571945,27.6,23.8,0.0,23.4,3.8,21.4,0.0,0.0
Odorizzi, Jake,543606,57.9,0.0,18.4,0.0,0.0,6.5,17.1,0.0
Wainwright, Adam,425794,13.6,25.1,22.4,0.0,2.0,36.8,0.0,0.0
Bundy, Dylan,605164,42.4,7.5,0.0,22.8,17.4,9.9,0.0,0.0
Pérez, Martín,527048,17.5,24.8,30.8,0.0,22.2,4.7,0.0,0.0
Scherzer, Max,453286,48.4,0.0,7.7,20.7,14.5,8.7,0.0,0.0
Gibson, Kyle,502043,18.2,32.1,0.0,20.8,16.2,12.8,0.0,0.0
Thornton, Trent,663423,44.0,2.6,15.9,27.1,8.8,1.4,0.0,0.0
Tanaka, Masahiro,547888,27.3,4.7,1.6,36.4,0.0,3.2,26.7,0.0
Quintana, José,500779,36.4,25.4,0.0,0.0,11.0,27.2,0.0,0.0
Bailey, Homer,456701,48.2,2.5,0.0,14.4,0.0,8.8,26.2,0.0
Keller, Brad,641745,41.8,25.4,0.0,31.4,1.4,0.0,0.0,0.0
Ryu, Hyun Jin,547943,27.3,13.3,19.4,0.3,27.5,12.2,0.0,0.0
Matz, Steven,571927,0.0,50.6,0.0,14.5,20.1,14.8,0.0,0.0
Happ, J.A.,457918,48.4,17.5,0.0,17.4,15.9,0.8,0.0,0.0
Hendricks, Kyle,543294,20.5,41.6,0.0,0.0,28.1,9.8,0.0,0.0
Sánchez, Aníbal,434671,30.1,9.7,23.5,2.8,4.5,6.0,23.5,0.0
Means, John,607644,50.8,0.0,0.0,14.2,28.8,6.2,0.0,0.0
Davies, Zach,605200,0.0,52.6,11.8,0.7,31.3,3.5,0.0,0.0
Fried, Max,608331,53.1,3.5,0.3,15.9,2.4,24.7,0.0,0.0
Paxton, James,572020,59.9,0.0,20.0,0.0,1.2,18.9,0.0,0.0
Smith, Caleb,592761,53.8,0.0,0.0,31.6,14.7,0.0,0.0,0.0
Anderson, Brett,474463,18.6,43.8,0.0,18.7,13.4,5.5,0.0,0.0
Turnbull, Spencer,605513,44.8,19.5,0.0,20.6,2.9,12.1,0.0,0.0
Musgrove, Joe,605397,37.6,11.9,8.4,22.1,10.6,9.5,0.0,0.0
Lucchesi, Joey,664192,0.0,51.3,13.6,0.0,0.0,35.1,0.0,0.0
Kikuchi, Yusei,579328,49.0,0.0,0.0,28.0,7.6,15.4,0.0,0.0
Márquez, Germán,608566,35.4,17.0,0.0,21.1,3.0,23.5,0.0,0.0
DeSclafani, Anthony,543101,37.2,18.1,0.0,24.3,5.4,15.1,0.0,0.0
Kershaw, Clayton,477132,43.9,0.0,0.0,39.1,0.6,16.4,0.0,0.0
Eflin, Zach,621107,33.6,21.9,0.5,30.7,7.9,5.4,0.0,0.0
Soroka, Mike,647336,18.7,44.6,0.0,24.3,12.4,0.0,0.0,0.0
Cashner, Andrew,488768,45.3,2.9,0.0,13.1,27.9,10.8,0.0,0.0
Lauer, Eric,641778,53.1,0.0,21.5,8.0,3.6,13.7,0.0,0.0
Vargas, Jason,450306,27.6,22.2,0.0,0.0,35.1,15.2,0.0,0.0
Sale, Chris,519242,35.8,10.2,0.0,38.4,15.6,0.0,0.0,0.0
Maeda, Kenta,628317,34.2,3.2,0.0,31.1,0.0,7.3,24.1,0.0
Bassitt, Chris,605135,23.6,41.5,13.6,0.1,8.4,12.8,0.0,0.0
Hamels, Cole,430935,35.5,12.1,18.6,0.0,21.3,12.5,0.0,0.0
Lyles, Jordan,543475,50.2,1.7,0.0,9.7,7.0,31.3,0.0,0.0
Gray, Jon,592351,51.3,1.2,0.0,33.5,2.9,11.1,0.0,0.0
Norris, Daniel,596057,45.0,6.7,0.0,22.8,19.0,6.5,0.0,0.0
Williams, Trevor,592866,51.9,15.0,0.0,20.1,12.1,0.9,0.0,0.0
Sanchez, Aaron,592717,36.4,21.1,0.0,0.0,19.4,23.1,0.0,0.0
Anderson, Chase,502624,43.4,7.4,14.7,0.0,24.2,10.3,0.0,0.0
Richards, Trevor,670950,43.7,0.0,10.6,0.0,38.5,7.3,0.0,0.0
Paddack, Chris,663978,61.1,0.0,0.0,0.0,28.5,10.4,0.0,0.0
Sparkman, Glenn,642098,60.7,0.0,0.0,9.8,12.8,16.6,0.0,0.0
Germán, Domingo,593334,34.4,10.5,0.0,0.0,19.0,36.1,0.0,0.0
Senzatela, Antonio,622608,61.9,0.0,0.0,19.5,8.0,10.6,0.0,0.0
Wacha, Michael,608379,49.5,0.9,15.5,0.0,23.8,10.3,0.0,0.0
Arrieta, Jake,453562,1.0,55.5,0.0,12.0,18.2,13.4,0.0,0.0
Pineda, Michael,501381,54.1,1.1,0.0,29.5,15.3,0.0,0.0,0.0
Duffy, Danny,518633,44.2,8.9,0.0,26.3,11.5,9.0,0.0,0.0
Mahle, Tyler,641816,57.1,0.0,7.0,0.0,0.0,23.2,12.8,0.0
Smyly, Drew,592767,0.0,47.7,18.3,0.0,4.8,29.2,0.0,0.0
Velasquez, Vince,592826,62.5,5.3,0.0,20.0,0.0,12.2,0.0,0.0
Archer, Chris,502042,39.6,10.7,0.0,35.6,12.1,2.0,0.0,0.0
Clevinger, Mike,605182,51.1,0.0,0.0,25.5,11.4,12.1,0.0,0.0
Yarbrough, Ryan,642232,0.1,24.1,36.7,0.0,25.6,13.5,0.0,0.0
Sampson, Adrian,592716,0.0,54.2,0.0,33.2,12.5,0.1,0.0,0.0
López, Jorge,605347,31.8,22.5,0.0,6.1,7.5,32.2,0.0,0.0
Jurado, Ariel,642558,22.9,41.3,0.0,15.0,11.8,8.9,0.0,0.0
Beede, Tyler,595881,56.1,0.0,0.0,11.5,18.7,13.7,0.0,0.0
Brault, Steven,643230,50.6,13.4,14.6,6.0,14.2,1.0,0.0,0.0
Chirinos, Yonny,630023,1.0,55.0,0.0,21.6,0.0,0.0,22.5,0.0
Woodruff, Brandon,605540,38.3,25.8,0.0,19.8,14.3,1.9,0.0,0.0
LeBlanc, Wade,453281,5.7,22.1,30.2,0.0,31.1,10.9,0.0,0.0
Chacín, Jhoulys,468504,12.9,31.4,0.0,49.6,5.6,0.6,0.0,0.0
Pomeranz, Drew,519141,52.6,8.0,5.8,0.0,1.6,31.9,0.0,0.0
Brooks, Aaron,605156,25.7,28.0,0.0,22.4,20.6,3.3,0.0,0.0
Plesac, Zach,668676,50.6,0.0,0.0,18.8,20.6,10.0,0.0,0.0
Snell, Blake,605483,48.4,0.0,0.0,6.7,20.4,24.6,0.0,0.0
Foltynewicz, Mike,592314,26.3,25.6,0.0,28.5,9.5,10.1,0.0,0.0
Zimmermann, Jordan,519455,34.4,12.4,0.0,31.6,2.1,19.5,0.0,0.0
Keuchel, Dallas,572971,5.2,49.0,19.8,11.4,14.5,0.0,0.0,0.0
Price, David,456034,27.5,26.2,17.3,0.0,26.5,2.5,0.0,0.0
Beeks, Jalen,656222,44.0,0.1,5.7,0.0,31.4,18.8,0.0,0.0
Ynoa, Gabriel,593679,31.1,25.0,0.0,28.0,13.7,2.3,0.0,0.0
Houser, Adrian,605288,31.3,36.1,0.0,11.9,6.8,13.9,0.0,0.0
Plutko, Adam,592644,53.9,0.0,24.0,0.4,11.2,10.5,0.0,0.0
López, Pablo,641154,42.4,16.3,0.0,0.0,22.0,19.2,0.0,0.0
Strahm, Matt,621381,37.6,1.0,0.0,30.1,13.9,17.5,0.0,0.0
Quantrill, Cal,615698,20.1,36.9,0.0,21.5,17.6,3.9,0.0,0.0
Freeland, Kyle,607536,41.5,9.6,0.0,30.4,12.5,6.1,0.0,0.0
Sabathia, CC,282332,1.3,14.3,42.0,30.2,12.2,0.0,0.0,0.0
Cahill, Trevor,502239,8.1,28.3,18.4,0.0,23.4,21.8,0.0,0.0
Heaney, Andrew,571760,0.0,57.9,0.0,0.0,15.1,27.0,0.0,0.0
Milone, Tommy,543548,43.7,0.0,0.0,10.3,38.1,7.8,0.0,0.0
Rodríguez, Dereck,605446,40.3,8.2,14.0,0.0,20.7,16.9,0.0,0.0
Gausman, Kevin,592332,57.0,0.0,0.0,1.8,3.5,0.0,37.7,0.0
Pivetta, Nick,601713,49.3,2.2,0.0,12.4,0.9,35.2,0.0,0.0
Peralta, Freddy,642547,77.7,0.0,0.0,0.0,1.8,20.5,0.0,0.0
Anderson, Shaun,641312,45.2,13.3,0.0,30.6,8.0,3.0,0.0,0.0
Lambert, Peter,663567,52.7,0.4,0.0,12.1,21.9,12.8,0.0,0.0
Montgomery, Mike,543557,13.8,26.8,17.0,0.0,21.2,21.2,0.0,0.0
Peña, Félix,570240,4.5,44.6,0.0,39.4,11.5,0.0,0.0,0.0
Canning, Griffin,656288,42.3,0.0,0.0,28.9,12.8,16.0,0.0,0.0
Godley, Zack,643327,0.1,35.5,16.3,0.0,6.0,42.1,0.0,0.0
Font, Wilmer,521655,47.1,11.1,0.0,13.4,0.0,19.0,9.3,0.0
Clarke, Taylor,664199,45.9,7.3,0.0,25.4,11.8,9.7,0.0,0.0
Peacock, Brad,502748,27.4,31.1,0.0,28.6,6.0,6.9,0.0,0.0
Barría, Jaime,642545,31.1,5.5,0.0,47.1,16.3,0.0,0.0,0.0
Montas, Frankie,593423,18.7,38.0,0.0,25.0,0.0,0.0,18.2,0.0
Suarez, José,660761,47.2,0.0,0.0,3.4,30.9,18.5,0.0,0.0
Holland, Derek,502706,0.0,62.1,0.0,29.6,4.1,4.3,0.0,0.0
Wojciechowski, Asher,592879,53.9,0.0,19.3,24.5,2.3,0.0,0.0,0.0
Stripling, Ross,548389,36.0,1.9,2.9,15.9,14.7,28.5,0.0,0.0
Hernandez, Elieser,622694,53.6,1.7,0.0,33.3,11.4,0.0,0.0,0.0
Hess, David,605276,53.4,5.7,0.0,24.6,11.7,4.5,0.0,0.0
Gaviglio, Sam,543208,0.0,42.4,0.0,44.3,9.7,3.6,0.0,0.0
González, Gio,461829,26.6,25.2,0.0,0.0,31.8,16.4,0.0,0.0
Gallen, Zac,668678,47.6,2.2,15.4,0.0,15.9,18.9,0.0,0.0
Skaggs, Tyler,572140,50.4,0.0,0.0,0.0,15.9,33.7,0.0,0.0
Yamamoto, Jordan,657141,49.0,0.8,18.0,14.8,3.6,13.8,0.0,0.0
Ureña, José,570632,0.4,62.9,0.0,19.9,10.6,6.2,0.0,0.0
Cease, Dylan,656302,47.4,4.2,0.0,21.0,8.9,18.5,0.0,0.0
Guerra, Junior,448855,30.9,29.2,0.0,0.0,0.0,18.8,21.0,0.0
Urías, Julio,628711,57.8,2.5,0.0,17.3,16.3,6.1,0.0,0.0
Waguespack, Jacob,621097,32.2,16.2,24.0,5.3,8.1,14.3,0.0,0.0
Young, Alex,622065,14.3,22.2,23.3,0.0,20.1,20.1,0.0,0.0
Ramirez, Nick,598286,20.3,9.8,32.4,0.0,32.0,5.7,0.0,0.0
Hendriks, Liam,521230,69.3,1.2,0.0,21.6,0.0,7.9,0.0,0.0
Jackson, Edwin,429719,23.3,13.9,27.4,25.2,7.5,2.7,0.0,0.0
Chavez, Jesse,445926,8.2,37.6,31.0,13.3,9.6,0.3,0.0,0.0
Cessa, Luis,570666,34.0,7.8,0.0,49.8,7.4,0.8,0.0,0.0
Barlow, Scott,605130,35.0,8.0,0.0,43.5,0.2,13.3,0.0,0.0
Lorenzen, Michael,547179,21.3,15.7,26.5,9.8,19.5,7.2,0.0,0.0
Stanek, Ryne,592773,55.7,0.0,0.0,23.6,0.0,0.0,20.7,0.0
McHugh, Collin,543521,32.4,0.8,12.2,43.4,3.2,8.0,0.0,0.0
Barnes, Matt,598264,47.1,0.0,0.0,0.0,0.0,50.9,2.0,0.0
Fedde, Erick,607200,0.9,55.0,17.2,0.0,7.1,19.8,0.0,0.0
Chatwood, Tyler,543022,31.7,39.5,10.2,0.0,7.3,11.4,0.0,0.0
Bradley, Archie,605151,58.5,11.1,0.0,0.0,5.8,24.6,0.0,0.0
Green, Chad,643338,77.1,0.0,0.0,20.9,0.0,0.0,2.0,0.0
Leclerc, José,600917,41.0,8.8,0.0,37.1,11.8,1.3,0.0,0.0
Peters, Dillon,596071,45.4,5.0,0.0,3.9,21.0,24.7,0.0,0.0
Lugo, Seth,607625,34.6,22.2,0.0,13.0,6.5,23.7,0.0,0.0
Carrasco, Carlos,471911,33.6,12.1,0.0,34.1,18.6,1.6,0.0,0.0
Eovaldi, Nathan,543135,43.3,0.0,22.5,3.2,0.0,17.5,13.5,0.0
Hoffman, Jeff,656546,58.8,0.0,0.0,1.0,11.4,28.9,0.0,0.0
Pannone, Thomas,623381,61.7,0.0,0.0,0.1,15.4,22.9,0.0,0.0
Jackson, Luke,592426,37.9,0.0,0.0,53.6,0.1,8.5,0.0,0.0
Stammen, Craig,489334,0.3,71.0,15.8,0.0,0.7,12.2,0.0,0.0
Stratton, Chris,608717,56.5,0.2,0.3,24.1,5.9,13.0,0.0,0.0
Workman, Brandon,519443,33.7,0.0,19.3,0.0,0.0,47.0,0.0,0.0
Cortes, Nestor,641482,45.8,6.0,0.0,34.2,12.6,1.4,0.0,0.0
Estévez, Carlos,608032,67.5,1.8,0.0,27.2,3.5,0.0,0.0,0.0
Walden, Marcus,519393,19.7,17.5,25.7,37.1,0.0,0.0,0.0,0.0
Lamet, Dinelson,659275,35.9,18.8,0.0,12.2,1.5,31.7,0.0,0.0
Castro, Miguel,612434,0.0,48.9,0.0,31.1,20.0,0.0,0.0,0.0
Hudson, Daniel,543339,63.3,7.5,0.0,23.3,6.0,0.0,0.0,0.0
Hernández, Félix,433587,7.5,32.2,0.0,9.0,16.2,35.2,0.0,0.0
Brebbia, John,605154,56.6,0.0,0.0,42.8,0.6,0.0,0.0,0.0
Buttrey, Ty,621142,57.0,0.1,0.0,29.5,13.4,0.0,0.0,0.0
Suero, Wander,593833,0.2,0.0,72.1,0.0,20.6,7.1,0.0,0.0
Andriese, Matt,542882,49.6,0.7,0.0,1.1,37.0,11.5,0.0,0.0
Law, Derek,571882,36.7,0.0,0.0,30.5,12.9,19.9,0.0,0.0
Shaw, Bryan,543766,0.0,0.0,75.4,9.3,7.5,7.7,0.0,0.0
Diekman, Jake,518617,48.6,5.2,0.0,46.0,0.3,0.0,0.0,0.0
Newcomb, Sean,656794,65.2,0.0,0.0,8.1,6.9,19.7,0.0,0.0
Valdez, Framber,664285,18.0,41.2,0.0,0.0,6.6,34.2,0.0,0.0
May, Trevor,543507,61.6,1.3,0.0,14.5,10.0,12.6,0.0,0.0
Detwiler, Ross,446321,32.6,19.8,15.3,1.9,16.4,14.0,0.0,0.0
Farmer, Buck,571656,48.8,0.0,0.0,25.2,26.0,0.0,0.0,0.0
Chen, Wei-Yin,612672,48.1,3.0,0.0,22.7,3.8,22.4,0.0,0.0
Rodríguez, Richard,593144,81.9,3.3,0.0,14.3,0.4,0.0,0.0,0.0
Agrazal, Dario,642607,12.5,55.2,0.0,18.9,13.4,0.0,0.0,0.0
González, Chi Chi,592346,42.2,11.7,28.3,6.5,11.4,0.0,0.0,0.0
Devenski, Chris,606965,44.1,0.0,0.0,19.4,36.5,0.0,0.0,0.0
Biagini, Joe,607352,16.0,34.8,29.6,0.0,10.9,8.7,0.0,0.0
Robles, Hansel,570663,48.9,7.4,0.0,21.5,22.3,0.0,0.0,0.0
Hader, Josh,623352,0.0,84.3,0.0,15.5,0.3,0.0,0.0,0.0
Ross, Joe,605452,24.9,38.0,0.0,20.7,7.6,9.0,0.0,0.0
Petit, Yusmeiro,433589,45.3,0.0,21.2,0.0,19.3,14.2,0.0,0.0
Tomlin, Josh,458708,25.2,5.7,43.2,0.0,8.5,17.3,0.0,0.0
Gallegos, Giovanny,606149,55.2,0.0,0.0,44.2,0.6,0.0,0.0,0.0
Liriano, Francisco,434538,8.5,35.1,0.0,30.4,26.0,0.0,0.0,0.0
Armstrong, Shawn,542888,59.7,0.0,27.8,12.5,0.0,0.0,0.0,0.0
James, Josh,657624,63.3,0.0,0.0,20.5,14.6,1.6,0.0,0.0
Ottavino, Adam,493603,1.9,39.6,13.8,44.7,0.0,0.0,0.0,0.0
Neris, Héctor,593576,25.8,8.9,0.0,0.0,0.0,0.0,65.3,0.0
Castillo, Diego,650895,3.8,44.8,0.0,51.5,0.0,0.0,0.0,0.0
Iglesias, Raisel,628452,37.3,10.6,0.0,30.7,21.4,0.0,0.0,0.0
Soto, Gregory,642397,6.1,64.0,0.0,23.8,6.1,0.0,0.0,0.0
Cishek, Steve,518553,17.0,42.1,0.0,40.0,0.8,0.0,0.0,0.0
Ramirez, Noé,598287,28.4,0.0,0.0,0.0,34.2,37.4,0.0,0.0
Hughes, Jared,453172,5.9,74.5,0.0,5.7,8.2,5.7,0.0,0.0
Anderson, Nick,623433,59.9,0.0,0.0,0.0,0.0,40.1,0.0,0.0
Soria, Joakim,465657,64.6,3.5,0.0,11.7,7.1,13.0,0.0,0.0
Kennedy, Ian,453178,66.9,0.0,16.1,0.0,1.7,15.3,0.0,0.0
Givens, Mychal,571710,70.2,0.0,0.0,15.3,14.5,0.0,0.0,0.0
Báez, Pedro,520980,50.6,0.3,0.0,17.2,31.9,0.0,0.0,0.0
Gant, John,607231,24.0,31.9,11.2,0.0,22.6,10.4,0.0,0.0
Guerra, Javy,457915,59.1,0.0,0.0,25.0,8.7,7.2,0.0,0.0
Fry, Paul,643316,52.3,0.0,0.0,46.3,1.4,0.0,0.0,0.0
Pagán, Emilio,641941,61.5,0.0,36.5,0.0,0.0,2.0,0.0,0.0
Doolittle, Sean,448281,88.2,0.0,0.0,5.8,0.0,0.0,6.1,0.0
Gsellman, Robert,607229,2.6,49.2,0.0,26.6,10.0,11.7,0.0,0.0
Díaz, Edwin,621242,65.9,0.3,0.0,33.9,0.0,0.0,0.0,0.0
Melancon, Mark,453343,6.7,0.0,59.6,0.0,0.0,31.0,2.6,0.0
Conley, Adam,543045,61.7,0.0,0.0,13.9,16.9,7.4,0.0,0.0
Jiménez, Joe,641729,68.4,0.0,0.0,25.9,5.8,0.0,0.0,0.0
Fry, Jace,605240,11.8,12.5,49.5,0.0,7.6,18.6,0.0,0.0
Weaver, Luke,596133,52.0,0.1,14.1,0.0,24.8,9.0,0.0,0.0
Osich, Josh,592612,10.2,6.9,66.8,11.4,4.7,0.0,0.0,0.0
Ryan, Kyle,594986,19.5,30.5,36.9,0.0,0.3,12.8,0.0,0.0
Jansen, Kenley,445276,0.0,13.4,74.3,12.3,0.0,0.0,0.0,0.0
Mengden, Daniel,596043,32.3,20.3,14.5,12.1,11.1,9.7,0.0,0.0
García, Luis,472610,22.1,25.0,0.0,34.2,0.0,0.0,18.7,0.0
Smith, Will,519293,46.9,0.0,0.0,42.3,1.8,9.0,0.0,0.0
Familia, Jeurys,544727,16.6,49.4,0.0,26.5,0.0,0.0,7.5,0.0
Perdomo, Luis,606131,0.3,54.3,0.0,34.4,0.0,0.0,11.0,0.0
Rogers, Taylor,573124,0.1,49.8,0.0,35.4,0.0,14.7,0.0,0.0
Bummer, Aaron,607481,8.6,67.7,20.0,3.2,0.6,0.0,0.0,0.0
Moronta, Reyes,606625,58.4,0.0,0.0,34.6,6.9,0.0,0.0,0.0
Bettis, Chad,518452,35.8,2.5,17.4,0.0,32.2,12.0,0.0,0.0
Kingham, Nick,592468,39.2,10.4,13.0,1.3,16.7,19.3,0.0,0.0
Martin, Brett,656685,29.0,23.3,0.0,34.0,0.0,13.8,0.0,0.0
Yates, Kirby,489446,57.0,0.0,0.0,0.9,0.0,0.0,42.1,0.0
Parker, Blake,453284,46.6,0.0,6.1,0.0,0.0,15.5,31.9,0.0
Covey, Dylan,592229,14.4,35.6,21.8,0.3,18.2,9.7,0.0,0.0
Feliz, Michael,593140,73.4,0.0,0.0,20.2,6.4,0.0,0.0,0.0
Bedrosian, Cam,592135,47.8,0.0,0.0,50.9,0.0,0.0,1.3,0.0
Albers, Matt,458006,10.1,46.4,0.0,33.1,10.3,0.0,0.0,0.0
Stephenson, Robert,596112,36.1,0.0,0.0,57.1,0.0,0.0,6.8,0.0
Treinen, Blake,595014,21.5,45.7,19.1,13.7,0.0,0.0,0.0,0.0
Kahnle, Tommy,592454,43.7,0.0,0.0,3.9,52.4,0.0,0.0,0.0
Garcia, Yimi,554340,44.1,1.8,0.0,17.7,5.6,30.8,0.0,0.0
Brach, Brad,542960,47.6,6.2,7.9,19.4,18.9,0.0,0.0,0.0
Romo, Sergio,489265,10.1,14.3,0.0,59.6,16.1,0.0,0.0,0.0
Alvarez, Jose,501625,13.5,38.6,7.3,10.9,22.1,7.6,0.0,0.0
Brewer, Colten,605155,0.8,0.8,41.2,12.4,0.2,44.6,0.0,0.0
Duffey, Tyler,608648,51.4,2.6,0.0,0.0,0.5,45.5,0.0,0.0
Colomé, Alex,517008,28.8,0.0,68.3,0.0,2.9,0.0,0.0,0.0
Eickhoff, Jerad,595191,36.7,2.4,0.0,29.5,0.0,31.5,0.0,0.0
Rondón, Héctor,444468,45.6,14.5,0.0,35.5,4.4,0.0,0.0,0.0
Swanson, Erik,657024,67.2,0.0,0.0,18.4,14.4,0.0,0.0,0.0
Claudio, Alex,592222,2.0,44.3,0.0,17.6,36.0,0.1,0.0,0.0
Chapman, Aroldis,547973,58.6,10.0,0.0,31.3,0.1,0.0,0.0,0.0
Wittgren, Nick,621295,66.4,0.0,0.0,18.8,14.7,0.1,0.0,0.0
Straily, Dan,573185,52.2,0.2,0.0,20.0,24.1,3.5,0.0,0.0
Buchholz, Clay,453329,14.4,20.1,28.2,0.0,19.7,17.4,0.0,0.0
Miller, Andrew,453192,38.1,0.5,0.0,61.3,0.1,0.0,0.0,0.0
Velázquez, Hector,584171,23.0,27.5,0.0,16.8,30.4,2.3,0.0,0.0
Erlin, Robbie,572362,29.6,21.3,0.0,10.2,16.6,22.3,0.0,0.0
Margevicius, Nick,676606,54.1,0.0,0.0,25.3,7.2,13.5,0.0,0.0
Vázquez, Felipe,553878,59.4,1.7,0.0,16.7,8.0,14.2,0.0,0.0
Trivino, Lou,642152,33.9,17.3,33.5,0.0,4.8,10.5,0.0,0.0
Hill, Rich,448179,52.7,0.7,0.3,3.2,0.8,42.2,0.0,0.0
Greene, Shane,572888,1.9,45.1,31.1,21.4,0.5,0.0,0.0,0.0
Garrett, Amir,607237,10.7,31.3,0.0,58.0,0.0,0.0,0.0,0.0
Bañuelos, Manny,544365,22.1,25.8,0.0,33.5,8.3,10.3,0.0,0.0
Hand, Brad,543272,42.4,3.5,0.0,54.1,0.0,0.0,0.0,0.0
VerHagen, Drew,572403,12.6,40.0,0.0,30.4,0.6,16.4,0.0,0.0
Osuna, Roberto,532077,46.1,2.6,12.9,19.6,18.5,0.2,0.0,0.0
Brasier, Ryan,518489,55.2,3.9,0.0,31.8,9.0,0.0,0.0,0.0
Harvey, Matt,518774,47.0,0.3,0.0,28.0,10.3,14.3,0.0,0.0
Drake, Oliver,543118,40.5,0.0,0.1,0.0,0.0,0.0,59.4,0.0
Swarzak, Anthony,461872,35.9,4.7,0.0,59.4,0.0,0.0,0.0,0.0
Wisler, Matt,605538,8.7,20.5,0.0,70.5,0.0,0.3,0.0,0.0
Hirano, Yoshihisa,673633,48.0,0.0,0.0,0.3,0.0,0.0,51.7,0.0
Crick, Kyle,605195,50.4,11.9,0.0,37.4,0.3,0.0,0.0,0.0
Clippard, Tyler,461325,19.3,21.6,0.0,8.7,30.5,3.9,16.0,0.0
Roe, Chaz,475054,5.2,23.7,6.2,64.3,0.0,0.6,0.0,0.0
Mayza, Tim,641835,19.2,45.2,0.0,35.6,0.0,0.0,0.0,0.0
Alexander, Tyler,641302,31.2,23.4,0.0,15.6,11.4,18.4,0.0,0.0
Gott, Trevor,641627,66.9,10.1,0.0,1.4,3.8,17.7,0.0,0.0
Harris, Will,501789,1.1,0.0,56.9,0.0,0.0,42.0,0.0,0.0
Cole, Taylor,518566,37.2,0.0,4.4,21.7,31.8,4.8,0.0,0.0
Herrera, Kelvin,516969,35.4,21.3,11.1,12.7,19.5,0.0,0.0,0.0
