last_name, first_name,pitcher,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_kn
Montas, Frankie,593423,28.5,22.1,8.6,15.3,0.0,0.0,25.5,0.0
Davies, Zach,605200,0.0,54.1,5.8,1.1,33.2,5.8,0.0,0.0
Strider, Spencer,675911,67.0,0.0,0.0,28.2,4.8,0.0,0.0,0.0
Keller, Brad,641745,35.3,23.6,0.0,36.1,5.1,0.0,0.0,0.0
Greinke, Zack,425844,38.1,2.8,13.9,8.4,16.5,20.3,0.0,0.0
Bubic, Kris,663460,50.5,0.0,0.0,0.0,27.8,21.7,0.0,0.0
Hudson, Dakota,641712,20.2,35.3,0.0,26.8,4.1,13.5,0.0,0.0
Wood, Alex,622072,0.0,45.5,0.0,36.0,18.5,0.0,0.0,0.0
Rasmussen, Drew,656876,35.5,3.8,32.9,23.4,0.0,4.4,0.0,0.0
Kaprielian, James,621076,49.0,5.5,0.0,23.1,10.0,12.5,0.0,0.0
Otto, Glenn,657248,23.3,26.1,0.0,27.5,8.1,14.9,0.0,0.0
Flexen, Chris,623167,39.6,0.0,32.4,8.3,16.1,3.6,0.0,0.0
Greene, Hunter,668881,53.8,0.0,0.0,40.9,5.3,0.0,0.0,0.0
Stroman, Marcus,573186,9.4,40.2,12.1,26.3,0.0,0.1,11.9,0.0
Detmers, Reid,672282,44.1,0.9,0.0,25.5,11.3,18.2,0.0,0.0
Bundy, Dylan,605164,39.7,7.0,0.0,24.0,18.7,10.6,0.0,0.0
Scherzer, Max,453286,45.4,0.0,9.4,23.4,12.6,9.2,0.0,0.0
Plesac, Zach,668676,42.7,0.2,0.0,24.3,22.4,10.4,0.0,0.0
Springs, Jeffrey,605488,40.4,0.1,0.0,24.8,34.7,0.0,0.0,0.0
Mahle, Tyler,641816,51.6,0.0,12.9,11.4,0.0,0.0,24.0,0.0
Kirby, George,669923,45.4,12.2,12.2,8.9,8.0,13.3,0.0,0.0
Thompson, Zach,605507,16.3,21.1,33.3,0.0,8.5,20.9,0.0,0.0
Gray, Jon,592351,50.5,0.0,0.0,36.1,9.3,4.1,0.0,0.0
Gomber, Austin,596295,40.7,0.0,0.0,24.6,17.6,17.1,0.0,0.0
Stripling, Ross,548389,33.7,7.5,0.0,21.9,27.2,9.6,0.0,0.0
Steele, Justin,657006,56.8,7.6,0.0,31.0,1.8,2.8,0.0,0.0
Syndergaard, Noah,592789,14.9,31.7,0.0,22.4,20.1,10.9,0.0,0.0
Lynn, Lance,458681,45.5,12.9,24.3,4.7,4.0,8.7,0.0,0.0
Gonsolin, Tony,664062,39.1,0.0,0.0,21.5,0.0,11.9,27.5,0.0
Kopech, Michael,656629,61.8,0.0,0.0,26.8,1.2,10.2,0.0,0.0
Anderson, Ian,666120,47.9,0.0,0.0,0.0,33.4,18.7,0.0,0.0
Bradish, Kyle,680694,44.5,4.3,0.0,29.7,8.5,12.9,0.0,0.0
Hill, Rich,448179,35.9,0.3,13.0,10.7,4.1,35.9,0.0,0.0
Wacha, Michael,608379,33.0,12.6,17.2,0.0,29.8,7.4,0.0,0.0
Kremer, Dean,665152,33.2,8.2,30.9,0.0,15.4,12.3,0.0,0.0
Rogers, Trevor,669432,52.7,0.2,0.0,17.8,29.3,0.0,0.0,0.0
Clevinger, Mike,605182,36.7,15.0,14.6,20.6,9.7,3.4,0.0,0.0
Skubal, Tarik,669373,26.6,21.1,0.0,30.9,14.9,6.4,0.0,0.0
Peterson, David,656849,37.9,11.7,0.0,29.1,16.3,5.0,0.0,0.0
Ashby, Aaron,676879,3.3,34.0,0.0,29.2,20.7,12.7,0.0,0.0
Thompson, Keegan,624522,46.9,5.2,21.3,4.4,4.7,17.4,0.0,0.0
Espino, Paolo,502179,48.0,0.0,0.0,21.4,4.7,25.9,0.0,0.0
Gray, Sonny,543243,28.3,25.9,9.1,11.1,1.0,24.6,0.0,0.0
Houser, Adrian,605288,17.7,47.7,0.0,13.4,9.5,11.7,0.0,0.0
Kikuchi, Yusei,579328,50.6,0.0,5.4,30.7,13.3,0.0,0.0,0.0
Kershaw, Clayton,477132,40.0,0.4,0.0,42.7,0.6,16.3,0.0,0.0
Wilson, Bryse,669060,24.0,32.5,0.0,15.9,14.8,12.8,0.0,0.0
Junis, Jakob,596001,0.5,32.0,1.1,50.4,16.0,0.0,0.0,0.0
Odorizzi, Jake,543606,51.2,0.0,21.1,7.3,0.0,3.8,16.6,0.0
Heasley, Jonathan,669169,45.8,3.3,0.0,12.5,21.3,17.0,0.0,0.0
Hearn, Taylor,621368,47.8,14.9,1.7,26.9,8.7,0.0,0.0,0.0
Archer, Chris,502042,35.7,0.0,0.0,44.3,14.7,5.3,0.0,0.0
Suarez, José,660761,34.2,8.4,0.0,20.1,24.4,13.0,0.0,0.0
Voth, Austin,608723,41.2,0.0,21.7,4.8,0.8,31.4,0.0,0.0
Blackburn, Paul,621112,11.3,34.3,19.5,4.7,12.7,17.6,0.0,0.0
Hutchison, Drew,571800,41.2,11.4,0.0,37.1,10.2,0.0,0.0,0.0
Ashcraft, Graham,668933,0.0,21.5,50.7,27.1,0.7,0.0,0.0,0.0
Pallante, Andre,669467,54.4,9.2,0.0,19.6,0.1,16.8,0.0,0.0
Minor, Mike,501985,41.3,0.2,0.0,24.9,23.2,10.4,0.0,0.0
Eovaldi, Nathan,543135,38.4,0.0,10.1,12.2,0.0,18.5,20.9,0.0
Smyly, Drew,592767,0.0,37.0,19.7,0.0,0.3,42.9,0.0,0.0
Martinez, Nick,607259,26.3,14.6,17.7,0.0,25.5,15.9,0.0,0.0
White, Mitch,669952,44.8,6.9,0.0,27.3,3.8,17.1,0.0,0.0
Sampson, Adrian,592716,33.2,32.3,5.3,15.8,13.4,0.0,0.0,0.0
Lodolo, Nick,666157,32.1,26.9,0.0,0.0,10.4,30.6,0.0,0.0
Feltner, Ryan,663372,35.3,20.2,0.0,29.0,6.1,9.5,0.0,0.0
Lorenzen, Michael,547179,22.2,21.8,10.9,20.6,22.3,2.1,0.0,0.0
Wells, Tyler,669330,41.6,0.0,0.0,27.1,18.4,12.9,0.0,0.0
Luzardo, Jesús,666200,27.2,20.1,0.0,0.0,22.6,30.1,0.0,0.0
Watkins, Spenser,657093,38.4,1.6,28.1,17.8,4.4,9.6,0.0,0.0
Ureña, José,570632,7.3,52.0,0.0,24.4,16.3,0.0,0.0,0.0
Severino, Luis,622663,48.1,1.1,7.3,21.1,22.4,0.0,0.0,0.0
Alexander, Tyler,641302,23.6,19.4,27.7,10.9,18.5,0.0,0.0,0.0
Contreras, Roansy,672710,48.6,0.0,0.0,34.2,2.9,14.4,0.0,0.0
Civale, Aaron,650644,8.8,21.9,34.8,3.3,0.0,27.5,3.6,0.0
Senzatela, Antonio,622608,54.0,5.0,0.0,27.0,7.6,6.5,0.0,0.0
Rodriguez, Eduardo,593958,36.4,18.8,24.6,4.0,16.2,0.0,0.0,0.0
Garrett, Braxton,666129,24.9,22.6,0.0,32.2,9.8,10.4,0.0,0.0
Williams, Trevor,592866,52.8,12.6,0.0,11.7,13.1,9.7,0.0,0.0
Crowe, Wil,640444,16.0,21.6,0.0,31.3,28.1,3.0,0.0,0.0
Yarbrough, Ryan,642232,0.0,18.7,30.3,0.0,23.9,27.0,0.0,0.0
Peralta, Freddy,642547,54.9,0.0,0.0,18.2,10.4,16.5,0.0,0.0
Hendricks, Kyle,543294,26.6,30.9,0.0,0.0,30.7,11.9,0.0,0.0
Burke, Brock,656271,63.2,3.7,0.0,19.9,13.2,0.0,0.0,0.0
Crawford, Kutter,676710,38.5,0.0,31.5,5.9,7.2,16.9,0.0,0.0
Falter, Bailey,663559,31.2,33.1,0.0,14.8,4.0,16.9,0.0,0.0
Oller, Adam,670124,33.3,9.8,24.8,9.0,12.5,10.6,0.0,0.0
Brieske, Beau,689225,46.2,7.1,0.0,20.7,22.1,3.8,0.0,0.0
Velasquez, Vince,592826,44.0,8.0,0.0,22.5,8.7,16.8,0.0,0.0
Scott, Tanner,656945,37.9,0.0,0.0,62.1,0.0,0.0,0.0,0.0
Gore, MacKenzie,669022,60.9,0.0,0.0,15.7,5.3,18.0,0.0,0.0
Moore, Matt,519043,45.0,0.0,0.0,0.0,16.8,38.2,0.0,0.0
Akin, Keegan,669211,52.0,0.0,0.0,29.5,18.1,0.4,0.0,0.0
Cessa, Luis,570666,20.2,21.9,0.0,38.9,19.0,0.0,0.0,0.0
Smith, Caleb,592761,45.6,0.0,0.0,28.9,22.2,3.2,0.0,0.0
Sánchez, Aníbal,434671,16.6,19.2,26.8,6.2,25.6,5.6,0.0,0.0
Heaney, Andrew,571760,62.5,0.0,0.0,32.4,5.1,0.0,0.0,0.0
Ramírez, Erasmo,541640,4.7,39.4,45.8,0.0,3.4,6.7,0.0,0.0
Cabrera, Edward,665795,20.2,11.1,0.0,15.2,32.7,20.8,0.0,0.0
Coleman, Dylan,669395,56.3,1.2,0.0,42.5,0.0,0.0,0.0,0.0
Adon, Joan,672851,65.5,3.8,0.0,0.7,6.8,23.2,0.0,0.0
Nelson, Nick,656793,42.9,0.0,0.0,24.2,29.3,3.6,0.0,0.0
Chavez, Jesse,445926,0.7,26.2,58.6,0.0,12.9,1.7,0.0,0.0
Barlow, Scott,605130,24.0,0.3,0.0,44.6,0.0,31.1,0.0,0.0
Eflin, Zach,621107,15.5,39.9,14.8,3.6,6.1,20.1,0.0,0.0
Winckowski, Josh,670174,12.9,38.4,10.3,28.6,9.8,0.0,0.0,0.0
Baker, Bryan,641329,56.1,0.0,26.4,0.0,17.4,0.0,0.0,0.0
Cishek, Steve,518553,28.9,33.6,0.0,37.1,0.4,0.0,0.0,0.0
De Jong, Chase,608328,46.6,0.3,0.0,29.2,1.0,22.9,0.0,0.0
Diekman, Jake,518617,44.4,19.5,0.0,35.1,1.0,0.0,0.0,0.0
Rogers, Tyler,643511,51.9,2.1,0.0,46.1,0.0,0.0,0.0,0.0
Whitlock, Garrett,676477,2.9,59.3,0.0,18.0,19.8,0.0,0.0,0.0
Keuchel, Dallas,572971,6.4,44.0,15.3,8.0,26.3,0.0,0.0,0.0
Richards, Trevor,670950,44.0,0.0,0.0,0.0,37.6,18.4,0.0,0.0
López, Jorge,605347,4.5,50.5,0.0,10.7,15.6,18.8,0.0,0.0
Alexander, Jason,669920,4.4,56.7,0.0,23.2,15.7,0.0,0.0,0.0
Jax, Griffin,643377,33.7,0.0,0.0,48.4,13.7,4.2,0.0,0.0
Phelps, David,475479,29.3,12.3,24.6,0.0,7.5,26.4,0.0,0.0
Wick, Rowan,592858,55.7,0.2,17.3,5.3,0.1,21.4,0.0,0.0
Smeltzer, Devin,656970,39.1,0.9,9.7,6.6,25.7,18.1,0.0,0.0
Zimmermann, Bruce,669145,29.0,10.1,0.0,18.6,29.3,12.9,0.0,0.0
Pagán, Emilio,641941,51.7,0.0,19.2,2.0,0.0,2.5,24.7,0.0
Barría, Jaime,642545,21.3,18.0,0.0,47.0,13.7,0.0,0.0,0.0
Doval, Camilo,666808,0.0,25.9,30.5,43.6,0.0,0.0,0.0,0.0
Davis, Austin,656354,43.2,2.4,0.0,38.3,16.0,0.1,0.0,0.0
Ruiz, José,614179,47.5,0.4,0.0,0.0,22.7,29.4,0.0,0.0
Winder, Josh,680739,40.4,0.0,0.0,33.3,14.2,12.1,0.0,0.0
Minter, A.J.,621345,49.8,0.0,32.1,0.0,18.1,0.0,0.0,0.0
Soto, Gregory,642397,31.9,45.6,0.0,21.6,1.0,0.0,0.0,0.0
Stratton, Chris,608717,43.1,1.8,0.0,19.2,7.0,28.9,0.0,0.0
Hernandez, Elieser,622694,43.1,7.3,0.0,36.1,13.5,0.0,0.0,0.0
Montero, Rafael,606160,45.6,22.9,0.0,12.2,19.4,0.0,0.0,0.0
Brebbia, John,605154,46.2,0.0,0.0,53.8,0.0,0.0,0.0,0.0
Boxberger, Brad,502202,55.0,0.0,0.0,22.5,22.6,0.0,0.0,0.0
Maton, Phil,664208,43.2,6.5,0.6,18.1,0.1,31.5,0.0,0.0
Milner, Hoby,571948,4.1,42.8,0.0,0.0,20.3,32.7,0.0,0.0
Leiter Jr., Mark,643410,22.7,23.2,9.8,5.2,22.6,16.7,0.0,0.0
Rogers, Taylor,573124,0.2,42.8,0.0,57.1,0.0,0.0,0.0,0.0
Vest, Will,676684,56.0,0.3,0.0,33.2,10.5,0.0,0.0,0.0
Strickland, Hunter,519326,50.4,7.4,0.0,39.0,3.2,0.0,0.0,0.0
Germán, Domingo,593334,27.3,12.2,0.0,0.0,23.2,37.3,0.0,0.0
Sears, JP,676664,56.6,0.0,0.0,26.3,17.1,0.0,0.0,0.0
Lugo, Seth,607625,28.9,21.9,0.0,13.5,1.7,34.0,0.0,0.0
Kimbrel, Craig,518886,68.5,0.0,0.0,0.0,0.0,31.5,0.0,0.0
Tate, Dillon,622253,0.8,50.4,0.0,25.0,23.8,0.0,0.0,0.0
McHugh, Collin,543521,0.8,0.0,48.0,48.7,0.0,2.4,0.0,0.0
Beede, Tyler,595881,23.7,23.1,0.0,15.3,26.4,11.5,0.0,0.0
Puk, A.J.,640462,47.9,13.9,0.0,38.2,0.1,0.0,0.0,0.0
Suter, Brent,608718,65.1,5.6,0.0,0.0,25.0,4.3,0.0,0.0
Williams, Devin,642207,37.7,0.0,4.2,0.0,58.1,0.0,0.0,0.0
Crismatt, Nabil,622503,23.4,5.7,0.0,0.5,50.1,20.3,0.0,0.0
Ottavino, Adam,493603,12.3,32.5,5.2,42.9,7.1,0.0,0.0,0.0
Díaz, Alexis,664747,64.7,0.0,0.0,35.2,0.0,0.1,0.0,0.0
Finnegan, Kyle,640448,0.0,78.8,0.0,12.2,0.0,0.0,9.0,0.0
Robertson, David,502085,0.0,0.0,51.0,22.1,0.0,26.8,0.0,0.0
Hicks, Jordan,663855,0.6,65.2,0.0,31.6,2.7,0.0,0.0,0.0
Armstrong, Shawn,542888,28.9,35.6,28.8,6.6,0.0,0.0,0.0,0.0
Lange, Alex,656638,3.3,28.5,0.0,0.0,19.5,48.8,0.0,0.0
Buehler, Walker,621111,34.2,4.7,24.8,11.7,7.8,16.8,0.0,0.0
Cimber, Adam,643256,35.0,29.7,0.0,35.3,0.0,0.0,0.0,0.0
Fulmer, Michael,605242,15.2,13.2,0.0,63.4,6.0,2.1,0.0,0.0
Martin, Davis,663436,46.3,0.0,0.0,32.3,10.8,10.6,0.0,0.0
Pilkington, Konnor,663455,63.3,0.1,0.0,7.9,21.5,7.2,0.0,0.0
Garcia, Yimi,554340,44.4,14.1,0.0,17.5,7.3,16.7,0.0,0.0
Hernández, Carlos,672578,49.8,0.3,0.0,17.5,0.0,22.2,10.2,0.0
Graveman, Kendall,608665,11.9,43.0,0.0,27.8,13.7,3.6,0.0,0.0
Stephan, Trevor,663986,47.6,0.0,0.0,24.8,0.0,0.0,27.6,0.0
Sanmartin, Reiver,665665,19.0,21.4,0.0,26.7,32.9,0.0,0.0,0.0
Muñoz, Andrés,662253,35.4,0.0,0.0,64.6,0.0,0.0,0.0,0.0
Duran, Jhoan,661395,49.7,0.0,0.0,3.0,0.0,31.4,15.9,0.0
Logue, Zach,656657,49.2,0.0,21.4,0.0,13.6,15.8,0.0,0.0
Givens, Mychal,571710,51.5,0.0,0.0,29.8,18.7,0.0,0.0,0.0
Estévez, Carlos,608032,70.6,0.0,0.0,14.9,14.5,0.0,0.0,0.0
Schreiber, John,670167,29.2,25.6,0.0,37.7,7.5,0.0,0.0,0.0
Hill, Garrett,682051,39.7,19.5,0.0,18.8,11.6,10.3,0.0,0.0
Abreu, Bryan,650556,45.0,0.4,0.0,44.0,0.3,10.3,0.0,0.0
Morgan, Eli,669212,55.2,0.0,0.1,15.8,27.8,1.1,0.0,0.0
Martínez, Adrián,661309,0.0,50.3,0.0,22.1,27.6,0.0,0.0,0.0
García, Jarlín,606424,42.9,0.0,0.0,28.3,28.9,0.0,0.0,0.0
Edwards Jr., Carl,605218,67.9,0.0,0.0,0.0,9.6,22.6,0.0,0.0
Neris, Héctor,593576,41.0,21.5,0.0,6.6,0.0,0.0,30.8,0.0
Norris, Daniel,596057,34.4,7.8,0.0,28.3,27.9,1.5,0.0,0.0
Sanchez, Aaron,592717,19.6,41.3,0.0,0.0,10.7,28.4,0.0,0.0
Jansen, Kenley,445276,0.0,22.5,64.4,13.1,0.0,0.0,0.0,0.0
Acevedo, Domingo,642758,42.1,1.2,0.0,34.6,22.1,0.0,0.0,0.0
Underwood Jr., Duane,621249,11.7,26.1,27.1,0.0,21.8,13.3,0.0,0.0
Murfee, Penn,682171,41.1,7.9,0.0,51.0,0.0,0.0,0.0,0.0
Beeks, Jalen,656222,48.2,0.0,1.2,1.3,49.2,0.0,0.0,0.0
Bello, Brayan,678394,18.7,35.2,0.0,22.0,23.7,0.5,0.0,0.0
Machado, Andres,600921,30.6,33.8,0.0,20.0,15.6,0.0,0.0,0.0
Thielbar, Caleb,573204,49.4,0.0,0.0,24.8,1.1,24.7,0.0,0.0
Herget, Jimmy,623474,2.9,28.6,0.0,34.0,7.4,27.0,0.0,0.0
Bautista, Félix,642585,61.3,0.0,0.0,12.3,0.0,0.0,26.4,0.0
Santana, Dennis,642701,7.3,39.0,0.0,40.5,13.3,0.0,0.0,0.0
Bickford, Phil,641360,68.1,0.0,0.0,31.9,0.0,0.0,0.0,0.0
Manning, Matt,666159,51.4,7.6,0.0,22.9,7.6,10.5,0.0,0.0
Romano, Jordan,605447,47.9,0.3,0.0,51.8,0.0,0.0,0.0,0.0
Gallegos, Giovanny,606149,47.9,0.0,0.0,47.2,5.0,0.0,0.0,0.0
Bass, Anthony,542914,9.9,30.3,0.0,55.7,0.0,0.0,4.1,0.0
Brasier, Ryan,518489,44.2,11.6,0.0,42.9,1.3,0.0,0.0,0.0
López, Reynaldo,625643,55.0,0.0,0.0,32.3,4.8,7.9,0.0,0.0
Smith, Will,519293,41.5,0.0,0.0,48.2,1.1,9.1,0.0,0.0
Oviedo, Johan,670912,43.5,0.0,0.0,40.3,5.5,10.7,0.0,0.0
Iglesias, Raisel,628452,31.4,18.6,0.0,26.0,24.0,0.0,0.0,0.0
Krehbiel, Joey,607216,34.7,0.0,28.4,3.8,33.2,0.0,0.0,0.0
Holmes, Clay,605280,0.1,80.1,0.0,19.8,0.0,0.0,0.0,0.0
Poche, Colin,621363,77.5,0.0,0.0,0.8,0.0,21.7,0.0,0.0
Sewald, Paul,623149,51.4,0.0,0.0,48.6,0.0,0.0,0.0,0.0
Luetge, Lucas,476595,0.0,0.0,54.6,31.2,0.0,14.2,0.0,0.0
Shaw, Bryan,543766,0.0,6.5,76.2,6.1,2.9,8.4,0.0,0.0
Okert, Steven,595345,31.9,0.0,0.0,68.1,0.0,0.0,0.0,0.0
Faedo, Alex,656412,51.8,0.0,0.0,35.0,13.2,0.0,0.0,0.0
Loup, Aaron,571901,0.0,48.7,36.0,0.0,12.5,2.8,0.0,0.0
García, Luis,472610,2.0,53.0,0.0,32.1,0.0,0.0,12.9,0.0
Bellatti, Andrew,571479,40.4,0.0,0.0,52.4,7.2,0.0,0.0,0.0
Helsley, Ryan,664854,57.0,0.0,0.0,32.1,0.6,10.3,0.0,0.0
Foley, Jason,671345,8.8,60.8,0.0,23.5,6.9,0.0,0.0,0.0
Trivino, Lou,642152,18.1,29.6,15.5,23.8,10.7,2.3,0.0,0.0
Bard, Daniel,453268,2.8,52.2,0.0,42.6,2.4,0.0,0.0,0.0
Payamps, Joel,606303,27.5,22.7,0.0,36.1,13.7,0.0,0.0,0.0
Hughes, Brandon,676714,48.2,4.9,0.0,45.7,1.2,0.0,0.0,0.0
Vesia, Alex,681911,63.1,0.0,0.0,32.4,4.5,0.0,0.0,0.0
Hendriks, Liam,521230,60.5,0.0,0.0,28.9,0.0,10.5,0.0,0.0
Stephens, Jackson,623451,36.5,21.5,0.0,3.5,9.6,28.8,0.0,0.0
Hentges, Sam,656529,36.9,26.1,0.0,15.9,0.0,21.2,0.0,0.0
Hader, Josh,623352,0.0,69.5,0.0,28.3,2.2,0.0,0.0,0.0
Adam, Jason,592094,32.1,0.0,0.0,35.6,32.2,0.2,0.0,0.0
deGrom, Jacob,594798,47.4,0.0,0.0,39.3,8.2,5.1,0.0,0.0
Jiménez, Joe,641729,63.7,0.0,0.0,30.8,5.4,0.0,0.0,0.0
Brash, Matt,666374,35.9,0.0,0.0,37.9,0.9,25.3,0.0,0.0
Díaz, Edwin,621242,41.9,0.0,0.0,58.1,0.0,0.0,0.0,0.0
Schmidt, Clarke,657376,16.1,23.0,0.0,37.9,4.8,18.2,0.0,0.0
Kuhnel, Joel,669270,24.8,29.7,0.0,30.0,15.4,0.0,0.0,0.0
Phillips, Evan,623465,19.0,10.0,26.9,44.2,0.0,0.0,0.0,0.0
Clase, Emmanuel,661403,2.2,0.0,59.7,38.1,0.0,0.0,0.0,0.0
Houck, Tanner,656557,23.5,29.6,0.0,40.8,0.0,0.0,6.0,0.0
Stephenson, Robert,596112,47.8,0.0,0.0,50.5,0.0,1.1,0.5,0.0
Davidson, Tucker,656353,37.6,5.4,0.0,44.1,4.5,8.4,0.0,0.0
Bush, Matt,456713,48.8,0.0,16.0,0.0,0.0,35.2,0.0,0.0
Pérez, Cionel,672335,44.7,15.9,0.0,39.4,0.0,0.0,0.0,0.0
