"","playerID","Player","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PrimaryTeam","PrimaryLg","all_star","gold_glove","lou_gehrig_memorial_award","most_valuable_player","tsn_player_of_the_year","hutch_award","silver_slugger","hank_aaron_award","rookie_of_the_year","baseball_magazine_all_star","tsn_major_league_player_of_the_year","alcs_mvp","all_star_game_mvp","babe_ruth_award","nlcs_mvp","roberto_clemente_award","world_series_mvp","comeback_player_of_the_year","branch_rickey_award","triple_crown","outstanding_dh_award","wein","votedBy","AVG","OBP","1B","SLG","Steroids","nice_guy_awards","war","all_stars","Pos"
"172","cuddymi01","Michael Cuddyer",1536,5488,809,1522,333,42,197,794,75,22,527,1101,36,49,4,34,183,"MIN","AL",2,0,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.277,0.344,950,0.461,"0",0,17.8,2,"RF"
"173","cuyleki01","Kiki Cuyler",1879,7161,1305,2299,394,157,128,1065,328,NA,676,752,NA,85,176,NA,NA,"CHN","NL",8,0,0,0,0,0,0,0,"0",7,0,0,0,0,0,0,0,0,0,0,NA,"1","Veterans",0.321,0.378,1620,0.474,"0",0,47.9,1,"RF"
"174","damonjo01","Johnny Damon",2490,9736,1668,2769,522,109,235,1139,408,103,1003,1257,38,50,57,71,93,"KCA","AL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.284,0.35,1903,0.433,"0",0,56.3,2,"CF"
"175","danniha01","Harry Danning",890,2971,363,847,162,26,57,397,13,NA,187,217,NA,14,22,NA,94,"NY1","NL",4,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.285,0.328,602,0.415,"0",0,14.6,4,"C"
"176","darkal01","Al Dark",1828,7219,1064,2089,358,72,126,757,59,NA,430,534,NA,54,95,NA,134,"NY1","NL",3,0,1,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.289,0.33,1533,0.411,"0",1,43.9,3,"SS"
"177","daubeja01","Jake Daubert",2014,7673,1117,2326,250,165,56,722,251,NA,623,489,NA,54,392,NA,NA,"BRO","NL",12,0,0,1,0,0,0,0,"0",12,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.303,0.344,1855,0.401,"0",0,39.3,0,"1B"
"178","dauerri01","Rich Dauer",1140,3829,448,984,193,3,43,372,6,13,297,219,7,14,44,34,128,"BAL","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.257,0.307,745,0.343,"0",0,14.4,0,"2B"
"179","daultda01","Darren Daulton",1161,3630,511,891,197,25,137,588,50,10,629,726,58,24,12,41,35,"PHI","NL",3,0,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.245,0.356,532,0.427,"0",0,22.9,3,"C"
"180","davalvi01","Vic Davalillo",1458,4017,510,1122,160,37,36,329,125,58,212,422,29,10,32,25,43,"CLE","AL",1,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.279,0.313,889,0.364,"0",0,15.7,1,"CF"
"181","davisch01","Chili Davis",2436,8673,1240,2380,424,30,350,1372,142,98,1194,1698,188,15,20,94,232,"CAL","AL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.274,0.359,1576,0.451,"0",0,38.2,3,"DH"
"182","daviser01","Eric Davis",1626,5321,938,1430,239,26,282,934,349,66,740,1398,59,33,3,50,112,"CIN","NL",2,3,0,0,0,1,2,0,"0",0,0,0,0,0,0,1,0,0,0,0,NA,"0","BBWAA",0.269,0.358,883,0.482,"0",2,36.1,2,"CF"
"183","davissp01","Virgil Davis",1458,4255,388,1312,244,22,77,647,6,NA,386,326,NA,22,50,NA,NA,"PHI","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.308,0.365,969,0.43,"0",0,22.4,0,"C"
"184","davisto02","Tommy Davis",1999,7223,811,2121,272,35,153,1052,136,59,381,754,66,32,35,68,219,"LAN","NL",5,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.294,0.327,1661,0.405,"0",0,20.5,3,"LF"
"185","dawsoan01","Andre Dawson",2627,9927,1373,2774,503,98,438,1591,314,109,589,1509,143,111,24,118,217,"MON","NL",8,8,0,1,2,1,4,0,"1",0,0,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.279,0.323,1735,0.482,"0",1,64.8,8,"RF"
"186","decindo01","Doug DeCinces",1649,5809,778,1505,312,29,237,879,58,48,618,904,57,21,22,64,176,"BAL","AL",1,0,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.259,0.328,927,0.445,"0",0,41.7,1,"3B"
"187","delgaca01","Carlos Delgado",2035,7283,1241,2038,483,18,473,1512,14,8,1109,1745,186,172,0,93,152,"TOR","AL",2,0,0,0,0,0,3,1,"0",0,1,0,0,0,0,1,0,0,0,0,NA,"0","BBWAA",0.28,0.383,1064,0.546,"0",1,44.4,2,"1B"
"188","dempsri01","Rick Dempsey",1766,4692,525,1093,223,12,96,471,20,19,592,736,13,18,63,42,131,"BAL","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,1,0,0,0,NA,"0","BBWAA",0.233,0.315,762,0.347,"0",0,25.1,0,"C"
"189","dennyje01","Jerry Denny",1237,4946,714,1286,238,76,74,667,NA,NA,173,602,NA,NA,NA,NA,NA,"PRO","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Veterans",0.26,NA,898,0.384,"0",0,20.9,0,"3B"
"190","dentbu01","Bucky Dent",1392,4512,451,1114,169,23,40,423,17,29,328,349,9,15,121,49,79,"NYA","AL",3,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,1,0,0,0,NA,"0","BBWAA",0.247,0.29,882,0.321,"0",0,17.5,3,"SS"
"191","dickebi01","Bill Dickey",1789,6300,930,1969,343,72,202,1209,37,29,678,289,NA,31,51,NA,NA,"NYA","AL",11,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.313,0.379,1352,0.486,"0",0,56.4,11,"C"
"192","dimagdo01","Dom DiMaggio",1399,5640,1046,1680,308,57,87,618,100,62,750,571,NA,31,57,NA,107,"BOS","AL",7,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.298,0.38,1228,0.419,"0",0,33.6,7,"CF"
"193","dimagjo01","Joe DiMaggio",1736,6821,1390,2214,389,131,361,1537,30,9,790,369,NA,46,14,NA,NA,"NYA","AL",13,0,0,3,0,0,0,0,"0",0,1,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.325,0.398,1333,0.579,"0",0,79.2,13,"CF"
"194","disarga01","Gary Disarcina",1086,3744,444,966,186,20,28,355,47,44,154,306,0,36,77,21,105,"CAL","AL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.258,0.287,732,0.341,"0",0,11.2,1,"SS"
"195","dobyla01","Larry Doby",1533,5348,960,1515,243,52,253,970,47,36,871,1011,NA,38,20,NA,97,"CLE","AL",7,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"1","Veterans",0.283,0.386,967,0.49,"0",0,56.5,9,"CF"
"196","doerrbo01","Bobby Doerr",1865,7093,1094,2042,381,89,223,1247,54,64,809,608,NA,11,115,NA,NA,"BOS","AL",9,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"1","Veterans",0.288,0.357,1349,0.461,"0",0,51.5,9,"2B"
"197","downibr01","Brian Downing",2344,7853,1188,2099,360,28,275,1073,50,44,1197,1127,55,129,60,70,197,"CAL","AL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.267,0.368,1436,0.425,"0",0,51.5,1,"DH"
"198","doylela01","Larry Doyle",1766,6509,960,1887,299,123,74,793,298,NA,625,378,NA,53,195,NA,NA,"NY1","NL",2,0,0,1,0,0,0,0,"0",2,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.29,0.347,1391,0.408,"0",0,45.1,0,"2B"
"199","dropowa01","Walt Dropo",1288,4124,478,1113,168,22,152,704,5,6,328,582,NA,24,22,NA,166,"BOS","AL",1,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.27,0.326,771,0.432,"0",0,3.3,1,"1B"
"200","duganjo01","Joe Dugan",1447,5410,665,1516,277,46,42,571,37,NA,250,419,NA,42,177,NA,NA,"NYA","AL",5,0,0,0,0,0,0,0,"0",5,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.28,0.308,1151,0.372,"0",0,9.9,0,"3B"
"201","dunlafr01","Fred Dunlap",965,3974,759,1159,224,53,41,NA,NA,NA,283,NA,NA,NA,NA,NA,NA,"CL2","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Veterans",0.292,NA,841,0.406,"0",0,37.1,0,"2B"
"202","dunnad01","Adam Dunn",2001,6883,1097,1631,334,10,462,1168,63,25,1317,2379,122,86,2,40,100,"CIN","NL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.237,0.364,825,0.49,"0",0,17.9,2,"LF"
"203","dunstsh01","Shawon Dunston",1814,5927,736,1597,292,62,150,668,212,82,203,1000,44,41,56,49,98,"CHN","NL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.269,0.293,1093,0.416,"0",0,11.5,2,"SS"
"204","durhara01","Ray Durham",1975,7408,1249,2054,440,79,192,875,273,97,820,1201,34,72,55,68,151,"CHA","AL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.277,0.35,1343,0.436,"0",0,33.8,2,"2B"
"205","durocle01","Leo Durocher",1637,5350,575,1320,210,56,24,567,31,NA,377,480,NA,18,82,NA,NA,"BRO","NL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.247,0.294,1030,0.32,"0",0,4.3,3,"SS"
"206","dyeje01","Jermaine Dye",1763,6487,984,1779,363,25,325,1072,46,26,597,1308,40,63,2,65,184,"CHA","AL",2,1,0,0,0,0,1,0,"0",0,0,0,0,1,0,0,1,0,0,0,NA,"0","BBWAA",0.274,0.338,1066,0.488,"0",0,20.3,2,"RF"
"207","dykesji01","Jimmy Dykes",2282,8046,1108,2256,453,90,108,1071,70,NA,958,850,NA,115,228,NA,NA,"PHA","AL",3,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.28,0.356,1605,0.399,"0",0,34.7,2,"3B"
"208","dykstle01","Lenny Dykstra",1278,4559,802,1298,281,43,81,404,285,72,640,503,50,31,25,27,39,"PHI","NL",3,0,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.285,0.373,893,0.419,"1",0,42.4,3,"CF"
"209","eckstda01","David Eckstein",1311,5041,701,1414,232,20,35,392,123,45,376,418,3,143,106,39,88,"ANA","NL",2,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,1,0,0,0,NA,"0","BBWAA",0.28,0.339,1127,0.355,"0",0,20.9,2,"SS"
"210","edmonji01","Jim Edmonds",2011,6858,1251,1949,437,25,393,1199,67,50,998,1729,91,49,10,65,122,"SLN","NL",4,8,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.284,0.375,1094,0.527,"0",0,60.4,4,"CF"
"211","edwarha01","Hank Edwards",735,2191,285,613,116,41,51,276,9,NA,208,264,NA,2,8,NA,30,"CLE","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.28,0.342,405,0.44,"0",0,10.9,0,"RF"
"212","edwarjo01","Johnny Edwards",1470,4577,430,1106,202,32,81,524,15,23,465,635,118,16,31,43,77,"CIN","NL",3,2,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.242,0.309,791,0.353,"0",0,14.7,3,"C"
"213","eisenji01","Jim Eisenreich",1422,3995,492,1160,221,39,52,477,105,38,324,435,47,8,22,42,75,"KCA","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.29,0.34,848,0.404,"0",0,13.2,0,"RF"
"214","elliobo01","Bob Elliott",1978,7141,1064,2061,382,94,170,1195,60,NA,967,604,NA,16,66,NA,187,"PIT","NL",7,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.289,0.372,1415,0.44,"0",0,51,7,"3B"
"215","ennisde01","Del Ennis",1903,7254,985,2063,358,69,288,1284,45,NA,597,719,NA,31,20,NA,212,"PHI","NL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.284,0.341,1348,0.472,"0",0,30.1,3,"LF"
"216","erstada01","Darin Erstad",1654,6024,913,1697,316,33,124,699,179,58,475,939,46,37,36,43,87,"ANA","AL",2,3,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.282,0.334,1224,0.407,"0",0,32.3,2,"1B"
"217","evansda01","Darrell Evans",2687,8973,1344,2223,329,36,414,1354,98,68,1605,1410,141,35,34,90,133,"ATL","NL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.248,0.36,1444,0.431,"0",0,58.8,2,"3B"
"218","evansdw01","Dwight Evans",2606,8996,1470,2446,483,73,385,1384,78,59,1391,1697,60,53,52,77,227,"BOS","AL",3,8,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.272,0.368,1505,0.47,"0",0,67.2,3,"RF"
"219","ewingbu01","Buck Ewing",1315,5363,1129,1625,250,178,71,883,NA,NA,392,294,NA,NA,NA,NA,NA,"NY1","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","BBWAA",0.303,NA,1126,0.456,"0",0,48,0,"C"
"220","fairlro01","Ron Fairly",2442,7184,931,1913,307,33,215,1044,35,33,1052,877,129,40,96,65,157,"LAN","NL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.266,0.356,1358,0.408,"0",0,35.1,2,"1B"
"221","fergujo01","Joe Ferguson",1013,3001,407,719,121,11,122,445,22,12,562,607,64,9,17,35,86,"LAN","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.24,0.356,465,0.409,"0",0,21,0,"C"
"222","fernato01","Tony Fernandez",2158,7911,1057,2276,414,92,94,844,246,138,690,784,48,64,67,61,161,"TOR","AL",5,4,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.288,0.345,1676,0.399,"0",0,45.3,5,"SS"
"223","ferreri01","Rick Ferrell",1884,6028,687,1692,324,45,28,734,29,35,931,277,NA,10,103,NA,NA,"SLA","AL",8,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"1","Veterans",0.281,0.372,1295,0.363,"0",0,30.8,8,"C"
"224","fieldce01","Cecil Fielder",1470,5157,744,1313,200,7,319,1008,2,6,693,1316,76,43,0,46,169,"DET","AL",3,0,0,0,1,0,2,0,"0",0,0,0,0,1,0,0,0,0,0,0,NA,"0","BBWAA",0.255,0.345,787,0.482,"0",0,17.2,3,"1B"
"225","fieldpr01","Prince Fielder",1611,5821,862,1645,321,10,319,1028,18,11,847,1155,164,124,0,61,158,"MIL","NL",6,0,0,0,0,0,3,1,"0",0,0,0,1,0,0,0,0,1,0,0,NA,"0","BBWAA",0.283,0.382,995,0.506,"0",0,23.8,6,"1B"
"226","figgich01","Chone Figgins",1282,4701,708,1298,188,58,35,403,341,119,540,832,6,10,69,40,73,"LAA","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.276,0.345,1017,0.363,"0",0,22,1,"3B"
"227","finlest01","Steve Finley",2583,9397,1443,2548,449,124,304,1167,320,118,844,1299,69,53,91,75,152,"ARI","NL",2,5,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.271,0.329,1671,0.442,"0",0,44.2,2,"CF"
"228","fiskca01","Carlton Fisk",2499,8756,1276,2356,421,47,376,1330,128,58,849,1386,105,143,26,79,204,"CHA","AL",11,1,0,0,0,0,3,0,"1",0,0,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.269,0.34,1512,0.457,"0",0,68.5,11,"C"
"229","fletcar01","Art Fletcher",1533,5541,684,1534,238,77,32,675,160,NA,203,355,NA,141,154,NA,NA,"NY1","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.277,0.311,1187,0.365,"0",0,47.1,0,"SS"
"230","flintsi01","Silver Flint",760,2913,380,687,129,34,21,295,NA,NA,54,471,NA,NA,NA,NA,NA,"CHN","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Veterans",0.236,NA,503,0.325,"0",0,7.8,0,"C"
"231","floodcu01","Curt Flood",1759,6357,851,1861,271,44,85,636,88,73,444,609,22,52,72,33,117,"SLN","NL",3,7,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.293,0.339,1461,0.389,"0",0,41.9,3,"CF"
"232","floydcl01","Cliff Floyd",1621,5319,824,1479,340,23,233,865,148,43,601,1064,87,91,4,48,85,"FLO","NL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.278,0.358,883,0.482,"0",0,25.9,1,"LF"
"233","fonsele01","Lew Fonseca",937,3404,518,1075,203,50,31,485,64,36,186,199,NA,23,111,NA,NA,"CLE","AL",1,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.316,0.345,791,0.432,"0",0,14.1,0,"1B"
"234","fosteed02","Eddie Foster",1500,5652,732,1490,191,71,6,451,195,NA,528,NA,NA,25,112,NA,NA,"WS1","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.264,0.323,1222,0.326,"0",0,24.1,0,"3B"
"235","fostege01","George Foster",1977,7023,986,1925,307,47,348,1239,51,31,666,1419,106,52,3,68,196,"CIN","NL",5,0,0,1,2,0,1,0,"0",0,0,0,1,0,0,0,0,0,0,0,NA,"0","BBWAA",0.274,0.338,1223,0.48,"0",0,44.1,5,"LF"
"236","foxne01","Nellie Fox",2367,9232,1279,2663,355,112,35,790,76,80,719,216,NA,142,208,NA,175,"CHA","AL",15,3,0,1,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"1","Veterans",0.288,0.342,2161,0.363,"0",0,49.5,15,"2B"
"237","foxxji01","Jimmie Foxx",2317,8134,1751,2646,458,125,534,1922,87,NA,1452,1311,NA,13,71,NA,NA,"PHA","AL",13,0,0,3,0,0,0,0,"0",4,0,0,0,0,0,0,0,0,0,1,NA,"1","BBWAA",0.325,0.425,1529,0.609,"0",0,92.3,9,"1B"
"238","freehbi01","Bill Freehan",1774,6073,706,1591,241,35,200,758,24,21,626,753,67,114,38,48,138,"DET","AL",11,5,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.262,0.338,1115,0.412,"0",0,44.8,11,"C"
"239","fregoji01","Jim Fregosi",1902,6523,844,1726,264,78,151,706,76,40,715,1097,48,32,79,53,125,"CAL","AL",6,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.265,0.334,1233,0.398,"0",0,48.7,6,"SS"
"240","friscfr01","Frankie Frisch",2311,9112,1532,2880,466,138,105,1244,419,NA,728,272,NA,31,229,NA,NA,"SLN","NL",14,0,0,1,0,0,0,0,"0",11,0,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.316,0.36,2171,0.432,"0",0,71.8,3,"2B"
"241","frymatr01","Travis Fryman",1698,6481,895,1776,345,40,223,1022,72,38,602,1369,19,41,15,78,154,"DET","AL",5,1,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.274,0.335,1168,0.443,"0",0,34.4,5,"3B"
"242","furilca01","Carl Furillo",1806,6378,895,1910,324,56,192,1058,48,NA,514,436,NA,47,59,NA,207,"BRO","NL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.299,0.353,1338,0.458,"0",0,34.6,2,"RF"
"243","gaettga01","Gary Gaetti",2507,8951,1130,2280,443,39,360,1341,96,65,634,1602,57,96,32,104,236,"MIN","AL",2,4,0,0,0,0,1,0,"0",0,0,1,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.255,0.307,1438,0.434,"0",0,42.1,2,"3B"
"244","gagliph01","Phil Gagliano",702,1411,150,336,50,7,14,159,5,4,163,184,7,4,12,15,35,"SLN","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.238,0.313,265,0.313,"0",0,2.3,0,"2B"
"245","galanau01","Augie Galan",1742,5937,1004,1706,336,74,100,830,123,NA,979,393,NA,25,62,NA,72,"CHN","NL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.287,0.387,1196,0.419,"0",0,45.4,3,"LF"
"246","galaran01","Andres Galarraga",2257,8096,1195,2333,444,32,399,1425,128,81,583,2003,106,178,1,58,179,"MON","NL",5,2,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.288,0.347,1458,0.499,"0",0,31.7,5,"1B"
"247","gamblos01","Oscar Gamble",1584,4502,656,1195,188,31,200,666,47,37,610,546,62,43,12,30,64,"NYA","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.265,0.356,776,0.454,"0",0,22.9,0,"DH"
"248","gantro01","Ron Gant",1832,6449,1080,1651,302,50,321,1008,243,102,770,1411,38,32,12,57,98,"ATL","NL",2,0,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.256,0.335,978,0.468,"0",0,34.1,2,"LF"
"249","garcino01","Nomar Garciaparra",1434,5586,927,1747,370,52,229,936,95,31,403,554,54,59,5,63,129,"BOS","AL",6,0,0,0,0,0,1,0,"1",0,0,0,0,0,0,0,0,1,0,0,NA,"0","BBWAA",0.313,0.361,1096,0.521,"0",0,44.3,6,"SS"
"250","garneph01","Phil Garner",1860,6136,780,1594,299,82,109,738,225,105,564,842,74,34,67,59,131,"HOU","NL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.26,0.32,1104,0.389,"0",0,29.7,3,"2B"
"251","garvest01","Steve Garvey",2332,8835,1143,2599,440,43,272,1308,83,62,479,1003,113,29,33,90,251,"LAN","NL",10,4,1,1,0,0,0,0,"0",0,0,0,2,0,2,1,0,0,0,0,NA,"0","BBWAA",0.294,0.328,1844,0.446,"0",2,38,10,"1B"
"252","gehrich01","Charlie Gehringer",2323,8860,1774,2839,574,146,184,1427,181,89,1186,372,NA,50,141,NA,NA,"DET","AL",12,0,0,1,0,0,0,0,"0",6,0,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.32,0.398,1935,0.48,"0",0,84.8,6,"2B"
"253","gehrilo01","Lou Gehrig",2164,8001,1888,2721,534,163,493,1995,102,101,1508,790,NA,45,106,NA,NA,"NYA","AL",14,0,0,2,0,0,0,0,"0",7,0,0,0,0,0,0,0,0,0,1,NA,"1","BBWAA",0.34,0.442,1531,0.632,"0",0,113.6,7,"1B"
"254","gelbech01","Charlie Gelbert",876,2869,398,766,169,43,17,350,34,NA,290,245,NA,7,49,NA,NA,"SLN","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.267,0.331,537,0.374,"0",0,9.4,0,"SS"
"255","geronce01","Cesar Geronimo",1522,3780,460,977,161,50,51,392,82,40,354,746,83,31,39,25,68,"CIN","NL",0,4,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.258,0.322,715,0.368,"0",0,13,0,"CF"
"256","giambja01","Jason Giambi",2260,7267,1227,2010,405,9,440,1441,20,12,1366,1572,97,180,2,93,166,"OAK","AL",5,0,0,1,0,1,2,0,"0",0,0,0,0,0,0,0,0,1,0,0,NA,"0","BBWAA",0.277,0.399,1156,0.516,"1",1,50.5,5,"1B"
"257","gibsoki01","Kirk Gibson",1635,5798,985,1553,260,54,255,870,284,78,718,1285,72,61,23,56,72,"DET","AL",0,0,0,1,0,0,1,0,"0",0,0,1,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.268,0.35,984,0.463,"0",0,38.4,0,"LF"
"258","gilesbr02","Brian Giles",1847,6527,1121,1897,411,55,287,1078,109,45,1183,835,114,51,4,70,160,"SDN","NL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.291,0.4,1144,0.502,"0",0,51.1,2,"RF"
"259","glassja01","Jack Glasscock",1737,7033,1164,2041,313,98,27,NA,NA,NA,440,NA,NA,NA,NA,NA,NA,"CL2","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Veterans",0.29,NA,1603,0.374,"0",0,62,0,"SS"
"260","glaustr01","Troy Glaus",1537,5410,889,1375,293,10,320,950,56,29,854,1377,40,46,0,45,138,"ANA","AL",4,0,0,0,0,0,2,0,"0",0,0,0,0,1,0,0,1,0,0,0,NA,"0","BBWAA",0.254,0.358,752,0.489,"1",0,38.1,4,"3B"
"261","gonzaju03","Juan Gonzalez",1689,6556,1061,1936,388,25,434,1404,26,19,457,1273,74,62,2,78,184,"TEX","AL",3,0,0,2,0,0,6,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.295,0.343,1089,0.561,"1",0,38.7,3,"RF"
