"","playerID","Player","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PrimaryTeam","PrimaryLg","gold_glove","lou_gehrig_memorial_award","most_valuable_player","tsn_all_star","tsn_player_of_the_year","hutch_award","silver_slugger","hank_aaron_award","rookie_of_the_year","tsn_major_league_player_of_the_year","alcs_mvp","all_star_game_mvp","babe_ruth_award","nlcs_mvp","roberto_clemente_award","world_series_mvp","comeback_player_of_the_year","branch_rickey_award","triple_crown","outstanding_dh_award","wein","AVG","OBP","1B","SLG","Steroids","x","y"
"11","anderga01","Garret Anderson",2228,8640,1084,2529,522,36,287,1365,80,47,429,1224,104,8,13,87,197,"ANA","AL",0,0,0,2,0,0,2,0,"0",0,0,1,0,0,0,0,0,0,0,0,"0",0.293,0.323,1684,0.461,0,4.32706279847489,40.1808978411345
"12","aparilu01","Luis Aparicio",2601,10230,1335,2677,394,92,83,791,506,136,736,742,22,27,161,76,184,"CHA","AL",9,0,0,5,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,"1",0.262,0.306,2108,0.343,0,-12.4714288651527,-26.4252435505318
"13","applilu01","Luke Appling",2422,8856,1319,2749,440,102,45,1116,179,108,1302,528,NA,11,74,NA,NA,"CHA","AL",0,0,0,3,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.31,0.397,2162,0.398,0,-19.3029995002491,19.6943443964189
"14","archeji01","Jimmy Archer",847,2646,246,660,106,34,16,296,36,NA,124,283,NA,19,93,NA,NA,"CHN","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.249,0.279,504,0.333,0,-10.1815928053211,-2.78746775145501
"15","aurilri01","Rich Aurilia",1652,5721,745,1576,301,22,186,756,23,18,450,861,22,24,36,47,140,"SFN","NL",0,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.275,0.327,1067,0.433,0,3.51845032019718,-2.80693981093517
"16","ausmubr01","Brad Ausmus",1971,6279,718,1579,270,34,80,607,102,53,634,1034,69,69,82,37,201,"HOU","NL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.251,0.321,1195,0.344,0,0.933640799386975,-20.0623770153461
"17","averiea01","Earl Averill",1668,6353,1224,2019,401,128,238,1164,70,NA,774,518,NA,33,55,NA,NA,"CLE","AL",0,0,0,4,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.318,0.392,1252,0.534,0,-16.2750988438522,11.5733974088607
"18","baergca01","Carlos Baerga",1630,5439,731,1583,279,17,134,774,59,24,291,580,41,73,26,66,158,"CLE","AL",0,0,0,2,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.291,0.33,1153,0.423,0,4.03207202941257,-7.12405608899556
"19","bagweje01","Jeff Bagwell",2150,7797,1517,2314,488,32,449,1529,202,78,1401,1558,155,128,3,102,221,"HOU","NL",1,0,1,4,0,0,3,0,"1",1,0,0,0,0,0,0,0,0,0,0,"1",0.297,0.407,1345,0.54,0,14.7669873108532,19.8871782515937
"20","baineha01","Harold Baines",2830,9908,1299,2866,488,49,384,1628,34,34,1062,1441,187,14,9,99,298,"CHA","AL",0,0,0,3,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.289,0.355,1945,0.465,0,7.57324237363708,-15.0544639189944
"21","bakerdu01","Dusty Baker",2039,7117,964,1981,320,23,242,1013,137,73,762,926,52,30,27,85,158,"ATL","NL",1,0,0,1,0,0,2,0,"0",0,0,0,0,1,0,0,0,0,0,0,"0",0.278,0.346,1396,0.432,0,32.8395593902364,-40.9133182974619
"22","bakerfr01","Home Run Baker",1575,5984,887,1838,315,103,96,987,235,NA,473,NA,NA,50,153,NA,NA,"PHA","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.307,0.355,1324,0.442,0,-21.0938338726719,4.32726341600401
"23","bancrda01","Dave Bancroft",1913,7182,1048,2004,320,77,32,591,145,NA,827,487,NA,23,212,NA,NA,"PHI","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.279,0.346,1575,0.358,0,-10.817433864933,21.1253947586683
"24","bandosa01","Sal Bando",2019,7060,982,1790,289,38,242,1039,75,46,1031,923,69,75,65,57,149,"OAK","AL",0,0,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.254,0.349,1221,0.408,0,10.8917819677818,12.2859472871619
"25","bankser01","Ernie Banks",2528,9421,1305,2583,407,90,512,1636,50,53,763,1236,NA,70,45,NA,229,"CHN","NL",1,1,2,4,2,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.274,0.332,1574,0.5,0,26.1962837657129,26.639399549039
"26","barryja01","Jack Barry",1223,4146,532,1009,142,38,10,429,153,NA,396,NA,NA,76,284,NA,NA,"PHA","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.243,0.302,819,0.303,0,-20.3538574853641,-8.97741709904217
"27","bartedi01","Dick Bartell",2016,7629,1130,2165,442,71,79,710,109,NA,748,627,NA,97,269,NA,NA,"NY1","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.284,0.344,1573,0.391,0,-6.73320211063881,18.9176605494504
"28","bayja01","Jason Bay",1278,4505,737,1200,240,30,222,754,95,17,636,1216,38,56,7,54,84,"PIT","NL",0,0,0,0,0,0,1,0,"1",0,0,0,0,0,0,0,0,0,0,0,"0",0.266,0.36,708,0.481,0,1.63857687889919,8.90096275990817
"29","baylodo01","Don Baylor",2292,8198,1236,2135,366,28,338,1276,285,120,805,1069,91,267,16,115,196,"BAL","AL",0,0,1,3,1,0,3,0,"0",0,0,0,0,0,1,0,0,0,0,0,"0",0.26,0.341,1403,0.436,0,-24.2300622364759,-13.2311449081438
"30","beckegl01","Glenn Beckert",1320,5208,685,1473,196,31,22,360,49,25,260,243,3,19,58,27,114,"CHN","NL",1,0,0,3,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.283,0.314,1224,0.345,0,-9.60089370605804,12.5814647064742
"31","belanma01","Mark Belanger",2016,5784,676,1316,175,33,20,389,167,75,576,839,22,42,155,45,83,"BAL","AL",8,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.228,0.293,1088,0.28,0,0.639997417125688,-24.4975936200043
"32","bellbu01","Buddy Bell",2405,8995,1151,2514,425,56,201,1106,55,79,836,776,84,38,60,80,255,"TEX","AL",6,1,0,2,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.279,0.338,1832,0.406,0,35.1730088931041,20.7372255321628
"33","belleal01","Albert Belle",1539,5853,974,1726,389,21,381,1239,88,41,683,961,91,55,4,78,193,"CLE","AL",0,0,0,5,0,0,5,0,"0",1,0,0,0,0,0,0,0,0,0,0,"0",0.295,0.369,935,0.564,0,16.8266868223221,18.4790897059447
"34","bellge02","George Bell",1587,6123,814,1702,308,34,265,1002,67,36,331,771,53,49,0,83,165,"TOR","AL",0,0,1,2,1,0,3,0,"0",1,0,0,0,0,0,0,0,0,0,0,"0",0.278,0.316,1095,0.469,0,16.6929446197597,36.3217290357973
"35","bellja01","Jay Bell",2063,7398,1123,1963,394,67,195,860,91,60,853,1443,25,57,159,58,165,"PIT","NL",1,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.265,0.337,1307,0.416,0,-5.28420559012283,19.5094632542487
"36","benchjo01","Johnny Bench",2158,7658,1091,2048,381,24,389,1376,68,43,891,1278,135,19,11,90,201,"CIN","NL",10,1,2,7,1,1,0,0,"1",1,0,0,1,0,0,1,0,0,0,0,"1",0.267,0.341,1254,0.476,0,25.3126443431712,-31.827852483407
"37","bergewa01","Wally Berger",1350,5163,809,1550,299,59,242,898,36,NA,435,694,NA,38,27,NA,NA,"BSN","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.3,0.357,950,0.522,0,-2.81938500771403,1.88325724404993
"38","berkmla01","Lance Berkman",1879,6491,1146,1905,422,30,366,1234,86,48,1201,1300,160,66,1,54,147,"HOU","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,1,0,0,0,"0",0.293,0.406,1087,0.537,0,-41.3300892298913,-37.1105449987383
"39","berrayo01","Yogi Berra",2120,7555,1175,2150,321,49,358,1430,30,26,704,414,NA,52,9,NA,146,"NYA","AL",0,0,3,5,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.285,0.349,1422,0.482,0,-34.955122804322,19.5388631882588
"40","berryke01","Ken Berry",1383,4136,422,1053,150,23,58,343,45,46,298,569,31,30,64,17,108,"CHA","AL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.255,0.304,822,0.344,0,-4.55695751860505,-10.364508677321
"41","bicheda01","Dante Bichette",1704,6381,934,1906,401,27,274,1141,152,73,355,1078,32,41,5,73,176,"COL","NL",0,0,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.299,0.336,1204,0.499,0,11.1369803641109,2.23010453457912
"42","bigbeca01","Carson Bigbee",1147,4192,629,1205,139,75,17,324,182,NA,344,161,NA,21,109,NA,NA,"PIT","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.287,0.336,974,0.369,0,-8.45966891747575,4.92769441588321
"43","biggicr01","Craig Biggio",2850,10876,1844,3060,668,55,291,1175,414,124,1160,1753,68,285,101,81,150,"HOU","NL",4,0,0,5,0,1,5,0,"0",0,0,0,0,0,1,0,0,1,0,0,"1",0.281,0.36,2046,0.433,0,-27.813775539649,-33.5860130315031
"44","blairpa01","Paul Blair",1947,6042,776,1513,282,55,134,620,171,93,449,877,23,23,108,51,126,"BAL","AL",8,0,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.25,0.297,1042,0.382,0,1.83492911834629,-24.6285822431183
"45","bluegos01","Ossie Bluege",1867,6440,883,1751,276,67,43,848,140,87,723,515,NA,71,218,NA,NA,"WS1","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.272,0.342,1365,0.356,0,-20.6603243348481,-7.04699847402271
"46","boggswa01","Wade Boggs",2440,9180,1513,3010,578,61,118,1014,24,35,1412,745,180,23,29,96,236,"BOS","AL",2,0,0,7,0,0,8,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.328,0.414,2253,0.443,0,22.379673091979,16.877927647259
"47","bondsba01","Barry Bonds",2986,9847,2227,2935,601,77,762,1996,514,141,2558,1539,688,106,4,91,165,"SFN","NL",8,0,7,12,2,0,12,3,"0",3,0,0,0,0,0,0,0,0,0,0,"0",0.298,0.444,1495,0.607,1,-0.0603698848699124,-42.1479628252558
"48","bondsbo01","Bobby Bonds",1849,7043,1258,1886,302,66,332,1024,461,169,914,1757,75,53,16,64,107,"SFN","NL",3,0,0,2,1,0,0,0,"0",0,0,1,0,0,0,0,0,0,0,0,"0",0.268,0.353,1186,0.471,0,-3.0823416743243,40.6037040460958
"49","bonilbo01","Bobby Bonilla",2113,7213,1084,2010,408,61,287,1173,45,57,912,1204,128,28,5,97,169,"PIT","NL",0,0,0,3,0,0,3,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.279,0.357,1254,0.472,0,20.0119845458073,14.3291904514264
"50","boonebo01","Bob Boone",2264,7245,679,1838,303,26,105,826,38,50,663,608,90,20,142,78,191,"PHI","NL",7,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.254,0.309,1404,0.346,0,4.79428725927074,-20.1750924588441
"51","boonebr01","Bret Boone",1780,6683,927,1775,366,28,252,1021,94,53,552,1295,32,69,55,73,168,"SEA","AL",4,0,0,2,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.266,0.322,1129,0.442,1,46.1147907296115,1.79951103115802
"52","bottoji01","Jim Bottomley",1991,7471,1177,2313,465,151,219,1422,58,NA,664,591,NA,43,177,NA,NA,"SLN","NL",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.31,0.361,1478,0.5,0,-28.4436995481372,6.5622884881743
"53","boudrlo01","Lou Boudreau",1646,6029,861,1779,385,66,68,789,51,50,796,309,NA,34,164,NA,NA,"CLE","AL",0,0,1,2,1,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,"1",0.295,0.371,1260,0.415,0,19.5756853171434,39.906698010684
"54","bowala01","Larry Bowa",2247,8418,987,2191,262,99,15,525,318,105,474,569,45,17,151,43,121,"PHI","NL",2,0,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.26,0.295,1815,0.32,0,-12.0012844818451,-24.9053617530641
"55","boyercl02","Clete Boyer",1725,5780,645,1396,200,33,162,654,41,28,470,931,74,25,37,53,136,"NYA","AL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.242,0.297,1001,0.372,0,-2.33502483647738,-10.0145830135791
"56","boyerke01","Ken Boyer",2034,7455,1104,2143,318,68,282,1141,105,77,713,1017,97,20,17,63,185,"SLN","NL",5,1,1,5,1,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,"0",0.287,0.348,1475,0.462,0,36.8959299995061,19.4916001843472
"57","bresnro01","Roger Bresnahan",1446,4481,682,1252,218,71,26,530,212,NA,714,403,NA,67,112,NA,NA,"NY1","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.279,0.378,937,0.377,0,-15.4734490985335,-10.9577917769557
"58","brettge01","George Brett",2707,10349,1583,3154,665,137,317,1596,201,97,1096,908,229,33,26,120,235,"KCA","AL",1,1,1,4,1,1,3,0,"0",1,1,0,0,0,0,0,0,0,0,0,"1",0.305,0.368,2035,0.487,0,-49.129280478348,-14.165725552511
"59","brocklo01","Lou Brock",2616,10332,1610,3023,486,141,149,900,938,307,761,1730,124,49,47,46,114,"SLN","NL",0,1,0,1,1,1,0,0,"0",1,0,0,1,0,1,0,0,0,0,0,"1",0.293,0.341,2247,0.41,0,-14.4300458160747,-44.7375870801044
"60","brookhu01","Hubie Brooks",1645,5974,656,1608,290,31,149,824,64,56,387,1005,62,38,12,65,163,"NYN","NL",0,0,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.269,0.314,1138,0.403,0,3.88786612183213,0.333239249881956
"61","brosisc01","Scott Brosius",1146,3889,544,1001,200,8,141,531,57,30,348,699,12,47,31,41,84,"OAK","AL",1,0,0,1,0,0,0,0,"0",0,0,0,1,0,0,1,0,0,0,0,"0",0.257,0.32,652,0.422,0,30.0856385389579,-25.6859282613537
"62","buhneja01","Jay Buhner",1472,5013,797,1273,233,19,310,965,6,24,792,1406,41,56,12,54,123,"SEA","AL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.254,0.358,711,0.494,0,3.08963279496327,10.0047208899737
"63","bumbral01","Al Bumbry",1496,5053,778,1422,220,52,54,402,254,92,471,709,30,21,44,30,74,"BAL","AL",0,0,0,1,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,"0",0.281,0.341,1096,0.378,0,0.042121466194106,-2.51453631684909
"64","burgesm01","Smoky Burgess",1691,4471,485,1318,230,33,126,673,13,NA,477,270,NA,13,13,NA,121,"PIT","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.295,0.363,929,0.446,0,-5.98126194741529,-22.9120070370799
"65","burksel01","Ellis Burks",2000,7232,1253,2107,402,63,352,1206,181,84,793,1340,33,60,29,62,171,"BOS","AL",1,0,0,2,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.291,0.362,1290,0.51,0,16.8563053352179,4.50297724746315
"66","burleri01","Rick Burleson",1346,5139,656,1401,256,23,50,449,72,68,420,477,11,28,84,46,138,"BOS","AL",1,0,0,2,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.273,0.323,1072,0.361,0,-2.339038784614,7.33525358061058
"67","burnsge01","George Burns",1853,7241,1188,2077,362,108,41,611,383,NA,872,565,NA,26,112,NA,NA,"NY1","NL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.287,0.361,1566,0.384,0,-8.44075821011812,22.4427010580092
"68","burroje01","Jeff Burroughs",1689,5536,720,1443,230,20,240,882,16,22,831,1135,65,15,4,63,148,"TEX","AL",0,0,1,1,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.261,0.355,953,0.439,0,19.0090116061965,28.9241588572541
"69","bushdo01","Donie Bush",1946,7210,1281,1804,186,74,9,436,404,NA,1158,NA,NA,29,337,NA,NA,"DET","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.25,0.342,1535,0.3,0,-19.1037140613558,23.9991007933501
"70","butlebr01","Brett Butler",2213,8180,1359,2375,277,131,54,578,558,257,1129,907,23,38,147,51,62,"LAN","NL",0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,"0",0.29,0.371,1913,0.376,0,-25.9083189060933,-27.8289197564348
"71","cabreor01","Orlando Cabrera",1985,7562,985,2055,459,32,123,854,216,57,514,745,26,32,57,90,188,"MON","NL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.272,0.315,1441,0.39,0,-1.11510649794298,19.2056630696457
"72","callijo01","Johnny Callison",1886,6652,926,1757,321,89,226,840,74,51,650,1064,73,41,51,43,98,"PHI","NL",0,0,0,0,0,0,0,0,"0",0,0,1,0,0,0,0,0,0,0,0,"0",0.264,0.329,1121,0.441,0,-0.354322606606469,41.7067914003056
"73","camermi01","Mike Cameron",1955,6839,1064,1700,383,59,278,968,297,83,867,1901,19,87,31,60,114,"CHA","AL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.249,0.337,980,0.444,0,20.7109093954883,-1.7621485646212
"74","camildo01","Dolph Camilli",1490,5353,936,1482,261,86,239,950,60,NA,947,961,NA,28,24,NA,80,"BRO","NL",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.277,0.387,896,0.492,0,-33.9037763701969,11.8721955853602
"75","caminke01","Ken Caminiti",1760,6288,894,1710,348,17,239,983,88,39,727,1163,112,29,14,67,152,"HOU","NL",3,0,1,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.272,0.346,1106,0.447,1,47.6873421935779,1.49079016862859
"76","campabe01","Bert Campaneris",2328,8684,1181,2249,313,86,79,646,649,199,618,1142,15,64,199,60,106,"OAK","AL",0,0,0,2,0,0,0,0,"0",0,0,0,1,0,0,0,0,0,0,0,"0",0.259,0.305,1771,0.342,0,-15.2811000017066,-43.5701743868227
"77","camparo01","Roy Campanella",1215,4205,627,1161,178,18,242,856,25,NA,533,501,NA,30,30,NA,143,"BRO","NL",0,0,3,4,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.276,0.359,723,0.5,0,-34.9976466086095,18.0428487635228
"78","cansejo01","Jose Canseco",1887,7057,1186,1877,340,14,462,1407,200,88,906,1942,63,84,1,81,178,"OAK","AL",0,0,1,4,1,0,4,0,"1",0,0,0,0,0,0,0,0,0,0,0,"0",0.266,0.353,1061,0.515,1,45.2010289421406,3.83956212748971
"79","cardele01","Leo Cardenas",1941,6707,662,1725,285,49,118,689,39,48,522,1135,122,28,97,48,174,"CIN","NL",1,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.257,0.307,1273,0.367,0,-5.62431020567843,-14.6927333964649
"80","carewro01","Rod Carew",2469,9315,1424,3053,445,112,92,1015,353,187,1018,1028,144,25,128,64,216,"MIN","AL",0,0,1,9,1,0,0,0,"1",1,0,0,0,0,1,0,0,0,0,0,"1",0.328,0.388,2404,0.429,0,35.4369022893654,6.24503558403798
"81","careyma01","Max Carey",2476,9363,1545,2665,419,159,70,800,738,NA,1040,695,NA,77,290,NA,NA,"PIT","NL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"1",0.285,0.351,2017,0.386,0,2.15394042027568,26.3270104664441
"82","carribi02","Bill Carrigan",709,1970,194,506,67,14,6,235,37,NA,206,NA,NA,22,79,NA,NA,"BOS","AL",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.257,0.322,419,0.314,0,-11.1921505646474,-1.24851310526363
"83","cartega01","Gary Carter",2296,7971,1025,2092,371,31,324,1225,39,42,848,997,106,68,33,99,180,"MON","NL",3,0,0,6,0,0,5,0,"0",0,0,2,0,0,1,0,0,0,0,0,"1",0.262,0.334,1366,0.439,0,2.7013672809444,47.1337513984498
"84","cartejo01","Joe Carter",2189,8422,1170,2184,432,53,396,1445,231,66,527,1387,86,90,10,105,132,"TOR","AL",0,0,0,2,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.259,0.306,1303,0.464,0,12.8756313241117,5.47805856414617
"85","casanpa01","Paul Casanova",859,2786,214,627,87,12,50,252,2,10,101,430,25,9,10,24,78,"WS2","AL",0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.225,0.252,478,0.319,0,-7.72625902840875,-3.14880527701906
"86","caseyse01","Sean Casey",1405,5066,690,1531,322,12,130,735,18,8,477,577,69,62,0,39,156,"CIN","NL",0,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.302,0.367,1067,0.447,0,15.2302140204932,-35.4395110696107
"87","cashno01","Norm Cash",2089,6705,1046,1820,241,41,377,1103,43,30,1043,1091,112,90,17,55,139,"DET","AL",0,0,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.271,0.373,1161,0.488,0,10.496684669159,-5.49600908816146
"88","castilu01","Luis Castillo",1720,6510,1001,1889,194,59,28,443,370,142,800,850,13,12,123,26,120,"FLO","NL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.29,0.362,1608,0.351,0,-5.2409773233514,28.8279488032105
"89","castivi02","Vinny Castilla",1854,6822,902,1884,349,28,320,1105,33,43,423,1069,64,60,8,71,224,"COL","NL",0,0,0,3,0,0,3,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.276,0.321,1187,0.476,0,21.0786730628097,7.50908595213343
"90","cavarph01","Phil Cavarretta",2030,6754,990,1977,347,99,95,920,65,NA,820,598,NA,37,89,NA,103,"CHN","NL",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.293,0.368,1436,0.416,0,-16.0137084021453,-18.3141512693302
"91","cedence01","Cesar Cedeno",2006,7310,1084,2087,436,60,199,976,550,179,664,938,83,56,32,71,167,"HOU","NL",5,0,0,4,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0.285,0.345,1392,0.443,0,-0.568704368550964,23.6530293112604
"92","cepedor01","Orlando Cepeda",2124,7927,1131,2351,417,27,379,1365,142,80,588,1169,154,102,4,74,218,"SFN","NL",0,0,1,4,1,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,"1",0.297,0.35,1528,0.499,0,21.2911436446201,23.8028159737861
"93","ceyro01","Ron Cey",2073,7162,977,1868,328,21,316,1139,24,29,1012,1235,117,62,26,82,185,"LAN","NL",0,1,0,0,0,0,0,0,"0",0,0,0,1,0,0,1,0,0,0,0,"0",0.261,0.353,1203,0.445,0,27.9416157689589,-23.7306139812265
"94","chambch01","Chris Chambliss",2175,7571,912,2109,392,42,185,972,40,35,632,926,99,27,19,56,166,"ATL","AL",1,0,0,1,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,"0",0.279,0.333,1490,0.415,0,3.65312785327371,-14.1682316701859
